wave,deposit,table,verdict,instrument,wording_source,evidence,rights,rights_sha256,old_agrees,old_disagree_reason,effort,slice,retry,redo_note
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_harassmentcharacterization,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 4 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_identity,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 3 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_identitytheftcharacterization,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 6 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_knowledge,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 3 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_malicious,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 3 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_municipal,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 5 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_programs,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 4 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_safety,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 20 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_scam,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 3 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_scamcharacterization,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 5 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_surprise,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 4 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_surpriserobbery,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 10 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
1,https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_theft,NEEDS_HUMAN,ENUSC 2024 (INE Chile) questionnaire items,https://www.ine.gob.cl/docs/default-source/seguridad-ciudadana/manuales/2024/diccionario-de-variables---enusc-2024e7482a2568a84bbbba377cfddc160293.pdf (Diccionario de Variables: question text per variable),"All 3 variables this table takes in chile_2024_safety.do appear in the INE variable dictionary with Spanish question wording (the layout truncates some names, e.g. *_DENUNCIA_FIRM). Question: does CC BY-SA 4.0 (ShareAlike) on INE content count as reserving a right, or does it ship with attribution?","quote:""El contenido de este sitio Web se rige bajo una licencia de Creative Commons Reconocimiento-CompartirIgual 4.0 Internacional ... CompartirIgual: si remezcla, transforma o crea a partir del material, debera difundir sus contribuciones bajo la misma licencia que el original"" https://www.ine.gob.cl/terminos-de-uso-y-licencia-de-datos-abiertos (own items of INE; commercial use and adaptation allowed; ShareAlike condition)",0654d134c56332b5fc538b98a85b01fcb8df9847c3610619d25f4a12b4679a96,na,,medium,1,,
