deposit,table,verdict,instrument,wording_source,evidence,rights,old_agrees,old_disagree_reason,effort,slice
10.1371/journal.pone.0255995,chinvararak_2021_ssq,NOT_PUBLISHED,"Thai Social Support Questionnaire (16 items in 3 groups: emotional, informational, instrumental)",,"The S1 .sav labels are abbreviated Thai topic words only (e.g. ssq11 'เจ็บป่วย' illness; ssq21 'ข่าวสารมีประโยชน์' useful information), not item wording. The paper does not describe or cite this instrument. These stubs could serve as labels if that is ruled acceptable.",n/a,yes,,high,5
10.1371/journal.pone.0255995,chinvararak_2021_ylseq,NOT_PUBLISHED,Thai life-stress-events checklist (43 events),,"The S1 .sav labels are short Thai event stubs (e.g. ylseq8 'คู่สมรสเสียชีวิต' spouse died; ylseq29 'ตกงาน' lost job), not full wording. The paper does not describe the instrument. The stubs are nearly self-explanatory event names, so a human could decide to accept them as labels.",n/a,yes,,medium,5
10.1371/journal.pone.0269201,busch_2022_course_exacerbate,OBTAINABLE,Author-built checklist: aspects of online science courses that exacerbate depression (17 options),https://doi.org/10.1371/journal.pone.0269201 Table 2 (wording of each aspect) and S1 Appendix (copy of the survey),"Paper Table 2 lists the aspect wording (e.g. 'Online monitored proctored testing', 'Difficulty getting to know other students in class'). S1 Appendix is described as including a copy of the survey. Data codes (idep.camera, idep.proctor.exam, ... idep.nothing, idep.other) map by content. Check the S1 Appendix for the 'nothing' and 'other' options.",silence,no,The paper is open (PMC9159593) and prints the items; the old audit never reached it.,low,5
10.31219/osf.io/p93df,itemrandom_buchanan_2018_LPQ,UNREACHABLE,"Life Purpose Questionnaire (LPQ; Hablas & Hutzell 1982), 20 true/false items",,"OSF gvx7s holds only data and analysis CSVs. The preprint (osf.io/p93df) describes the LPQ and quotes item stubs in results, not full items. The wording is in Hablas & Hutzell (1982, Institute of Logotherapy Press book chapter), which has no open copy; rights unknown.",n/a,na,,medium,5
10.31219/osf.io/p93df,itemrandom_buchanan_2018_PIL,UNREACHABLE,"Purpose in Life Test (PIL; Crumbaugh & Maholick 1964), 20 items",,"OSF gvx7s has no materials; the preprint gives only item stubs ('exciting life', 'prepared for death'). The originating form is J Clin Psychol 1964 (paywalled) and was later sold by Psychometric Affiliates. The rights holder's terms are unknown, so a rights check would also be owed.",n/a,na,,medium,5
10.1038/s41597-024-04100-7,mede_2025_clim_emotions,OBTAINABLE,TISP core questionnaire block CLIM_EMO (9),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_clim_government,OBTAINABLE,TISP core questionnaire block CLIM_GOV (7),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_clim_polsupport,OBTAINABLE,TISP core questionnaire block CLIM_POLSUPPORT (5),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_clim_weather_future,OBTAINABLE,TISP core questionnaire block CLIM_WEATHERFUTU (6),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_clim_weather_past,OBTAINABLE,TISP core questionnaire block CLIM_WEATHERPAST (6),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_goals_priority,OBTAINABLE,TISP core questionnaire block GOALS_PRIO (4),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_goals_tackle,OBTAINABLE,TISP core questionnaire block GOALS_TACKLE (4),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_normperc,OBTAINABLE,TISP core questionnaire block NORMPERC (6),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_outspokenness,OBTAINABLE,TISP core questionnaire block OUTSPOKEN (3),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_sciengage,OBTAINABLE,TISP core questionnaire block SCIENGAGE (4),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_sciinfo,OBTAINABLE,TISP core questionnaire block SCIINFO (10),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_scipop,OBTAINABLE,"TISP core questionnaire block SCIPOP (8; SciPop Scale, Mede & Schaefer)",https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_sdo,OBTAINABLE,TISP core questionnaire block SDO (4; items from Ho et al. 2015 SDO7),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries. SDO items are from Ho et al.'s SDO7; no terms are known for it.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_trust_scientists,OBTAINABLE,TISP core questionnaire block TRUST_SCI (12),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
10.1038/s41597-024-04100-7,mede_2025_willvul,OBTAINABLE,TISP core questionnaire block WILLVUL (3),https://osf.io/download/sujpn/ (05_survey-materials/questionnaire/master/core-questionnaire_english.pdf),"The English master questionnaire prints each item next to its exact data variable name, e.g. (SDO_superiordominate) 'Superior groups should dominate inferior groups.' Every code in this block is present. The survey was fielded in many languages, and translations are in questionnaire/countries.",silence,na,,low,5
https://dataverse.harvard.edu/dataset.xhtml?persistentid=doi:10.7910/dvn/fn8rzk&version=3.0,covid_travel_mackenzie_2021,OBTAINABLE,Author-built COVID-19 travel-behaviour survey (before/during/after frequencies plus attitude items),https://dataverse.harvard.edu/api/access/datafile/4288540 (meta_data.txt),The deposit's meta_data.txt gives the full question for every variable (e.g. 'wfh_bc: In a typical month BEFORE the outbreak ... how often did you work from home?'). All 26 attitude items and the _bc/_dr/_ac blocks are present. The deposit is CC0.,silence,na,,low,5
10.7910/dvn/ibfk5h,FACIT_YOUNT_2021_clinic10,OBTAINABLE,"Study comorbidity checklist (current/ever condition: stroke, anxiety, ... none of the above), 18 options -- NOT a FACIT instrument","https://dataverse.harvard.edu/api/access/datafile/4824539 (NWHR0004_CODEBOOK.pdf, p.1-2, clinic10now1_*/clinic10ever1_*)","The codebook labels each item 'Current condition - Stroke (of any severity)', ... through 'None of the above' (18 options). The item codes already carry the condition names. This is a plain medical-history checklist, not FACIT wording.",silence,no,"This table is not FACIT, so the FACIT licence rationale does not apply to it.",low,5
10.7910/dvn/ibfk5h,FACIT_YOUNT_2021_limitations,RIGHTS_BLOCK,FACIT / PROMIS Dyspnea functional-limitations item bank (Yount/Choi et al.),,"The codebook gives (truncated) labels for facitx01.. (e.g. '7 days, how short of breath - Brushing ...'), so the wording exists. The deposit is titled 'FACIT Dyspnea (PROMIS Dyspnea)', and the PROMIS/HealthMeasures register block covers it. FACIT.org also runs licence registration (its terms page is JS-only).",register:PROMIS / HealthMeasures family -- block,yes,,medium,5
10.1017/s1755048322000256,christiannationalism_davis2021,OBTAINABLE,"Christian nationalism index, 6 items (Baylor Religion Survey MP12A-F; Whitehead & Perry)","https://dataverse.harvard.edu/api/access/datafile/6317161 (xn-final-syntax.do, header comments items (1)-(6))","The deposit's Stata syntax quotes all 6 items with their BRS codes, e.g. '(1) ... The federal government should declare the United States as a Christian nation. (MP12A)'. They map to the small-relig.tab columns; the column names were not verified because the .tab downloaded as xlsx. The deposit is CC0; no BRS/ARDA terms were found.",silence,na,,low,5
10.7717/peerj.20310,sinsopa_2025_stopbang,RIGHTS_BLOCK,"STOP-Bang questionnaire (Chung et al. 2008), University Health Network",,"The wording is public on stopbang.ca, and the IRW item codes are already descriptive (snoring, tired, observed_apnea...). The originator's site says the questionnaire is 'Property of University Health Network ... All Rights Reserved' and requires permission to use it.","quote:""What are the conditions for using your STOPBang Questionnaire? ** Please complete the forms available here if you would like to have permission to use the survey."" http://www.stopbang.ca/about/contactus.php (sha256 prefix 473638a058f74b4b) + ""Property of University Health Network"" http://www.stopbang.ca/osa/screening.php",na,,low,5
