table,n_id,n_age,min_age,max_age,n_distinct,n_u18,n_a18,share_under_18,n_lt6,n_6_12,n_12_18,verdict,age range,child age,reason
brand_raffaelli_2024_familiarity_24,818,803,18.0,83.0,63,0,803,0.0,0,0,0,derived,Adult (18+),,
buczel_2022_inoculation_belief,137,137,18.0,68.0,27,0,137,0.0,0,0,0,derived,Adult (18+),,
brand_raffaelli_2024_liking_24,818,803,18.0,83.0,63,0,803,0.0,0,0,0,derived,Adult (18+),,
butt_2022_performance_impact,404,404,1.0,3.0,3,404,0,0.0,404,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
butt_2022_user_satisfaction,404,404,1.0,3.0,3,404,0,0.0,404,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
brand_raffaelli_2024_recognition_20,592,576,18.0,81.0,58,0,576,0.0,0,0,0,derived,Adult (18+),,
blum_2018_imak_bin,317,317,0.0,66.0,46,8,309,0.025237,1,0,7,derived,Mixed,"Early (<6y), Adolescent (12-18y)",
bitew_2020_self_efficacy,690,678,18.0,37.0,14,0,678,0.0,0,0,0,derived,Adult (18+),,
brand_raffaelli_2024_liking_20,1197,1164,18.0,81.0,59,0,1164,0.0,0,0,0,derived,Adult (18+),,
brederecke_2020_sis,1367,1367,16.0,89.0,72,7,1360,0.005121,0,0,7,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.512% (< 2%), so not Mixed"
boudreau_2022_police_reform,1621,1621,1.0,6.0,6,1621,0,0.0,1427,194,0,quarantine,,,"starts at 1.0 and covers 6 values up to 6.0: the shape of a band code, not an age"
c19prc_uk_mcbride_2021_family_prelockdown,1074,1074,18.0,83.0,64,0,1074,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_eds_prepandemic,1166,1166,18.0,83.0,66,0,1166,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_family_duringlockdown,1074,1074,18.0,83.0,64,0,1074,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_bfi10,4949,4949,18.0,92.0,70,0,4949,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_dmq,944,944,18.0,83.0,66,0,944,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_eds_duringpandemic,1166,1166,18.0,83.0,66,0,1166,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_comfort,1166,1166,18.0,83.0,66,0,1166,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_crt,2025,2025,18.0,83.0,66,0,2025,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_dai,2878,2878,18.0,90.0,69,0,2878,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_facetrust,2983,2983,18.0,89.0,68,0,2983,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_aq10,1972,1972,18.0,90.0,69,0,1972,0.0,0,0,0,derived,Adult (18+),,
buzgova_2023_soc,1124,1121,60.0,99.0,35,0,1121,0.0,0,0,0,derived,Elderly (minimum age >50),,
c19prc_uk_mcbride_2021_childimpact,339,339,18.0,73.0,46,0,339,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_drinkcontext,1762,1762,18.0,89.0,68,0,1762,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_contacttracingapp,1049,1049,18.0,83.0,64,0,1049,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_cmq,4621,4621,18.0,92.0,70,0,4621,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_conservatism,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_eu_identity,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_brs,3406,3406,18.0,90.0,69,0,3406,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_activity,1406,1406,18.0,83.0,66,0,1406,0.0,0,0,0,derived,Adult (18+),,
buzgova_2023_qol,988,985,60.0,99.0,34,0,985,0.0,0,0,0,derived,Elderly (minimum age >50),,
c19prc_uk_mcbride_2021_ecr_attachment,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_bces,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
buzgova_2023_rses,1121,1118,60.0,99.0,35,0,1118,0.0,0,0,0,derived,Elderly (minimum age >50),,
buzgova_2023_lsita,1125,1122,60.0,99.0,35,0,1122,0.0,0,0,0,derived,Elderly (minimum age >50),,
c19prc_uk_mcbride_2021_minispin,1166,1166,18.0,83.0,66,0,1166,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_mmos_ss,1972,1972,18.0,90.0,69,0,1972,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_humanitarianism,1406,1406,18.0,83.0,66,0,1406,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_iwah,2025,2025,18.0,83.0,66,0,2025,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_nationalpride,2983,2983,18.0,89.0,68,0,2983,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_nationalism,2983,2983,18.0,89.0,68,0,2983,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_gad7,5364,5364,18.0,92.0,70,0,5364,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_iri,3495,3495,18.0,92.0,69,0,3495,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_hopefulness,4955,4955,18.0,92.0,70,0,4955,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_itq,5364,5364,18.0,92.0,70,0,5364,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_lockdown_contact_behaviours,3155,3155,18.0,92.0,70,0,3155,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_infosource,4949,4949,18.0,92.0,70,0,4949,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_homespace,1379,1379,18.0,83.0,66,0,1379,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_ius12,2025,2025,18.0,83.0,66,0,2025,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_icd_depression,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_neighbourcomfort,3383,3383,18.0,92.0,70,0,3383,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_ocir,1406,1406,18.0,83.0,66,0,1406,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_loc,2878,2878,18.0,90.0,69,0,2878,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_govsatisfaction,1166,1166,18.0,83.0,66,0,1166,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_handle_c19,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_loneliness,5364,5364,18.0,92.0,70,0,5364,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_hygiene,2025,2025,18.0,83.0,66,0,2025,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_lockdownbehaviour,1622,1622,18.0,83.0,66,0,1622,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_icd_anxiety,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_mabs,4621,4621,18.0,92.0,70,0,4621,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_riskreduction_beliefs,2025,2025,18.0,83.0,66,0,2025,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_quarantine_support,1166,1166,18.0,83.0,66,0,1166,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_tmsi,1403,1403,18.0,83.0,66,0,1403,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_wemwbs,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_socialdistance,3383,3383,18.0,92.0,70,0,3383,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_protective_behaviours,3155,3155,18.0,92.0,70,0,3155,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_vsa,4621,4621,18.0,92.0,70,0,4621,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_trustinstitutions,4949,4949,18.0,92.0,70,0,4949,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_selfharm_suicidality,1808,1808,18.0,90.0,68,0,1808,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_srgs,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_vaccineattitudes,1405,1405,18.0,83.0,66,0,1405,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_shs,2019,2019,18.0,90.0,69,0,2019,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_riskbehaviour_c19,2878,2878,18.0,90.0,69,0,2878,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_secondwave_restrictions,1166,1166,18.0,83.0,66,0,1166,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_polarization_covid,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_trustsource,4949,4949,18.0,92.0,70,0,4949,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_protect,1996,1996,18.0,83.0,66,0,1996,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_rq,2460,2460,18.0,90.0,69,0,2460,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_sdo,4621,4621,18.0,92.0,70,0,4621,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_sci,1406,1406,18.0,83.0,66,0,1406,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_pads,4949,4949,18.0,92.0,70,0,4949,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_phq9,5364,5364,18.0,92.0,70,0,5364,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_partyidentity,3349,3349,18.0,92.0,70,0,3349,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_polarization_brexit,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_phq15,2878,2878,18.0,90.0,69,0,2878,0.0,0,0,0,derived,Adult (18+),,
cfq_ruiz_2025_cfq,3389,3388,18.0,79.0,59,0,3388,0.0,0,0,0,derived,Adult (18+),,
cavojova_2017_cfc,170,170,18.0,63.0,40,0,170,0.0,0,0,0,derived,Adult (18+),,
campos_2023_swls,7593,7591,18.0,84.0,61,0,7591,0.0,0,0,0,derived,Adult (18+),,
celik_2026_bfi,653,653,17.0,46.0,17,2,651,0.003063,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.306% (< 2%), so not Mixed"
ccapsvtskhpacr_mercedes_2023_beck,194,194,36.0,86.0,41,0,194,0.0,0,0,0,derived,Adult (18+),,
celik_2026_tipi,412,412,17.0,26.0,11,2,410,0.004854,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.485% (< 2%), so not Mixed"
campos_2023_pidaq,7593,7591,18.0,84.0,61,0,7591,0.0,0,0,0,derived,Adult (18+),,
ccapsvtskhpacr_mercedes_2023_physical,194,194,36.0,86.0,41,0,194,0.0,0,0,0,derived,Adult (18+),,
chatzoudes_2021_emotional_exhaustion,503,503,1.0,4.0,4,503,0,0.0,503,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
celik_2026_academic_motivation,412,412,17.0,26.0,11,2,410,0.004854,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.485% (< 2%), so not Mixed"
cf_kay_2025,492,492,18.0,81.0,62,0,492,0.0,0,0,0,derived,Adult (18+),,
celik_2026_bpns,653,653,17.0,46.0,17,2,651,0.003063,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.306% (< 2%), so not Mixed"
chatzoudes_2021_ethical_leadership,503,503,1.0,4.0,4,503,0,0.0,503,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
cfq_ruiz_2025_dass,3389,3388,18.0,79.0,59,0,3388,0.0,0,0,0,derived,Adult (18+),,
chatzoudes_2021_job_satisfaction,503,503,1.0,4.0,4,503,0,0.0,503,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
ccapsvtskhpacr_mercedes_2023_sf,194,194,36.0,86.0,41,0,194,0.0,0,0,0,derived,Adult (18+),,
celik_2026_distance_ed_attitudes_16,653,653,17.0,46.0,17,2,651,0.003063,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.306% (< 2%), so not Mixed"
ccapsvtskhpacr_mercedes_2023_tsk,194,194,36.0,86.0,41,0,194,0.0,0,0,0,derived,Adult (18+),,
ccapsvtskhpacr_mercedes_2023_hada,194,194,36.0,86.0,41,0,194,0.0,0,0,0,derived,Adult (18+),,
campos_2023_oes,7593,7591,18.0,84.0,61,0,7591,0.0,0,0,0,derived,Adult (18+),,
carney_2023_substance_use,414,414,1.0,29.0,16,25,389,0.060386,2,0,23,quarantine,,,"ages 1.0-29.0 are equally consistent with months, and the unit changes the tag; not stated in the data"
celik_2026_distance_ed_attitudes_26,412,412,17.0,26.0,11,2,410,0.004854,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.485% (< 2%), so not Mixed"
caetano-santos-lsas-2021,436,436,18.0,61.0,37,0,436,0.0,0,0,0,derived,Adult (18+),,
c19prc_uk_mcbride_2021_wordsum,2058,2058,18.0,89.0,68,0,2058,0.0,0,0,0,derived,Adult (18+),,
caetano-santos-masi-2021,436,436,18.0,61.0,37,0,436,0.0,0,0,0,derived,Adult (18+),,
chile_2024_safety_aggression,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chen2022_sasc,303,303,10.0,15.0,6,303,0,0.0,0,157,146,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
chile_2024_safety_banking,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chen2025_body_image,1100,1100,1.0,3.0,3,1100,0,0.0,1100,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
chile_2024_safety_assault,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chen2022b_socsupport,417,417,15.0,19.0,5,336,81,0.194245,0,0,336,derived,Mixed,Adolescent (12-18y),
chile_2024_safety_bribes,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_bankfraud,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chen2022b_selfesteem,417,417,15.0,19.0,5,336,81,0.194245,0,0,336,derived,Mixed,Adolescent (12-18y),
chen_2019_csq,235,235,17.0,22.0,6,12,223,0.051064,0,0,12,derived,Mixed,Adolescent (12-18y),
chen2025_activity_motivation,1100,1100,1.0,3.0,3,1100,0,0.0,1100,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
chile_2024_safety_carabineros,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chen2025_self_esteem,1100,1100,1.0,3.0,3,1100,0,0.0,1100,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
chen2022b_psychabuse,417,417,15.0,19.0,5,336,81,0.194245,0,0,336,derived,Mixed,Adolescent (12-18y),
chen2022_ses,303,303,10.0,15.0,6,303,0,0.0,0,157,146,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
chatzoudes_2021_service_delivery,503,503,1.0,4.0,4,503,0,0.0,503,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
chavez_2026_bpnsfs,806,806,2.0,16.0,7,806,0,0.0,1,7,798,derived,Child (<18y),Adolescent (12-18y),
chen_2022_cesd,77211,77211,16.0,27.0,12,349,76862,0.00452,0,0,349,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.452% (< 2%), so not Mixed"
chen_2022_gad,77211,77211,16.0,27.0,12,349,76862,0.00452,0,0,349,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.452% (< 2%), so not Mixed"
chen2022_cls,303,303,10.0,15.0,6,303,0,0.0,0,157,146,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
chatzoudes_2021_trust,503,503,1.0,4.0,4,503,0,0.0,503,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
chen2025_peer_support,1100,1100,1.0,3.0,3,1100,0,0.0,1100,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
chen_2019_cdrsc,235,235,17.0,22.0,6,12,223,0.051064,0,0,12,derived,Mixed,Adolescent (12-18y),
chatzoudes_2021_turnover_intention,503,503,1.0,4.0,4,503,0,0.0,503,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
chen_2022_sasc,77211,77211,16.0,27.0,12,349,76862,0.00452,0,0,349,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.452% (< 2%), so not Mixed"
chile_2024_safety_scamcharacterization,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_scam,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_surprise,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_surpriserobbery,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_theft,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_programs,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_municipal,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_knowledge,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_identitytheftcharacterization,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_malicious,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_fear,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_extortioncharacterization,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_cyberbullying,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_dwellingvandalism,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_hackingcharacterization,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_extortion,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_context,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_harassmentcharacterization,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_hacking,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_cyberbullyingcharacterization,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_identity,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_dwellingburglary,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_dwelling,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_safety,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_disturbances,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
clipa_2025_mslq,225,225,18.0,50.0,29,0,225,0.0,0,0,0,derived,Adult (18+),,
chile_2024_safety_threats,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
choy_2022_intent_career,402,402,1.0,2.0,2,402,0,0.0,402,0,0,unusable,,,"looks like banded codes: 2 distinct values, max 2.0"
chinvararak_2021_phq15,180,180,18.0,83.0,54,0,180,0.0,0,0,0,derived,Adult (18+),,
climatechange_geiger_2025,3653,3653,18.0,85.0,68,0,3653,0.0,0,0,0,derived,Adult (18+),,
chile_2024_safety_violentrobbery,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
choy_2022_resilience,402,402,1.0,2.0,2,402,0,0.0,402,0,0,unusable,,,"looks like banded codes: 2 distinct values, max 2.0"
chile_2024_safety_vehiclevandalism,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
choy_2022_lifelong_career,391,391,1.0,2.0,2,391,0,0.0,391,0,0,unusable,,,"looks like banded codes: 2 distinct values, max 2.0"
choy_2022_affect,366,366,1.0,2.0,2,366,0,0.0,366,0,0,unusable,,,"looks like banded codes: 2 distinct values, max 2.0"
chile_2024_safety_violence,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chuang_2018_disease_checklist,60,60,69.0,94.0,24,0,60,0.0,0,0,0,derived,Elderly (minimum age >50),,
chile_2024_safety_vehicletheft,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chinvararak_2021_ylseq,180,180,18.0,83.0,54,0,180,0.0,0,0,0,derived,Adult (18+),,
chinvararak_2021_bdi,180,180,18.0,83.0,54,0,180,0.0,0,0,0,derived,Adult (18+),,
chinvararak_2021_ssq,180,180,18.0,83.0,54,0,180,0.0,0,0,0,derived,Adult (18+),,
chile_2024_safety_vehiclecharacterization,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_victimization_malwarecharacterization,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_trust,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_vehicle,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chinvararak_2021_ecr,180,180,18.0,83.0,54,0,180,0.0,0,0,0,derived,Adult (18+),,
cmq_kay_2025,492,492,18.0,81.0,62,0,492,0.0,0,0,0,derived,Adult (18+),,
choy_2022_extraneous_events,402,402,1.0,2.0,2,402,0,0.0,402,0,0,unusable,,,"looks like banded codes: 2 distinct values, max 2.0"
chile_2024_safety_theftcharacterization,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
chile_2024_safety_threatscharacterization,24472,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
colombia_2023_politics_confidence,46392,46392,18.0,114.0,87,0,46392,0.0,0,0,0,derived,Adult (18+),,
cognitive_load_klimova_2023_stomp,170,170,17.0,23.0,7,1,169,0.005882,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.588% (< 2%), so not Mixed"
cognitive_load_klimova_2023_masr,170,170,17.0,23.0,7,1,169,0.005882,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.588% (< 2%), so not Mixed"
coh_goodman_2023_causal_beliefs,573,547,20.0,93.0,59,0,547,0.0,0,0,0,derived,Adult (18+),,
colombia_2023_politics_difficulties,46392,46392,18.0,114.0,87,0,46392,0.0,0,0,0,derived,Adult (18+),,
cognitive_load_klimova_2023_mlq,170,170,17.0,23.0,7,1,169,0.005882,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.588% (< 2%), so not Mixed"
colombia_2023_politics_bribery,46392,46392,18.0,114.0,87,0,46392,0.0,0,0,0,derived,Adult (18+),,
coh_goodman_2023_general_survey,576,555,20.0,93.0,60,0,555,0.0,0,0,0,derived,Adult (18+),,
cogcontrol_gyurkovics_2019_simon,118,118,11.95,27.98,108,59,59,0.5,0,1,58,derived,Mixed,Adolescent (12-18y),
colombia_2023_politics_attitudes,46392,46392,18.0,114.0,87,0,46392,0.0,0,0,0,derived,Adult (18+),,
cogcontrol_gyurkovics_2019_sart,117,117,11.95,27.98,107,58,59,0.495726,0,1,57,derived,Mixed,Adolescent (12-18y),
coh_goodman_2023_racial_comp,589,563,20.0,93.0,60,0,563,0.0,0,0,0,derived,Adult (18+),,
coh_goodman_2023_health_literacy,557,533,20.0,93.0,60,0,533,0.0,0,0,0,derived,Adult (18+),,
cognitive_load_klimova_2023_tbzsg,170,170,17.0,23.0,7,1,169,0.005882,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.588% (< 2%), so not Mixed"
cogcontrol_gyurkovics_2019_flanker,118,118,11.95,27.98,108,59,59,0.5,0,1,58,derived,Mixed,Adolescent (12-18y),
cognitive_load_klimova_2023_know,170,170,17.0,23.0,7,1,169,0.005882,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.588% (< 2%), so not Mixed"
cognitive_load_klimova_2023_pwi,170,170,17.0,23.0,7,1,169,0.005882,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.588% (< 2%), so not Mixed"
