table,age range,child age (for child-focused studies),basis,min_age,max_age,n_age,share_under_18,generated
mexico_2025_q2safety_conflicts,Adult (18+),,derived_cov_age,18.0,98.0,23712,0.0,2026-09-01
mexico_2024_q3safety_violence,Adult (18+),,derived_cov_age,18.0,98.0,24087,0.0,2026-09-01
mexico_2024_q2safety_perception,Adult (18+),,derived_cov_age,18.0,98.0,24114,0.0,2026-09-01
mexico_2025_q1safety_conflicts,Adult (18+),,derived_cov_age,18.0,98.0,23576,0.0,2026-09-01
mexico_2024_q3safety_govtrust,Adult (18+),,derived_cov_age,18.0,98.0,23962,0.0,2026-09-01
mexico_2024_q4safety_conflicts,Adult (18+),,derived_cov_age,18.0,98.0,23441,0.0,2026-09-01
mexico_2025_q2safety_harassment,Adult (18+),,derived_cov_age,18.0,98.0,23712,0.0,2026-09-01
mexico_2024_q3safety_conflicts,Adult (18+),,derived_cov_age,18.0,98.0,24086,0.0,2026-09-01
mexico_2025_q2safety_govperformance,Adult (18+),,derived_cov_age,18.0,98.0,23717,0.0,2026-09-01
mexico_2024_q1safety_conflicts,Adult (18+),,derived_cov_age,18.0,98.0,23999,0.0,2026-09-01
mexico_2024_q3safety_govperformance,Adult (18+),,derived_cov_age,18.0,98.0,24096,0.0,2026-09-01
mexico_2025_q1safety_perception,Adult (18+),,derived_cov_age,18.0,98.0,19980,0.0,2026-09-01
mexico_2024_q4safety_govperformance,Adult (18+),,derived_cov_age,18.0,98.0,23451,0.0,2026-09-01
mexico_2025_q2safety_perception,Adult (18+),,derived_cov_age,18.0,98.0,23717,0.0,2026-09-01
mexico_2024_q3safety_perception,Adult (18+),,derived_cov_age,18.0,98.0,24096,0.0,2026-09-01
mexico_2024_q1safety_perception,Adult (18+),,derived_cov_age,18.0,98.0,24022,0.0,2026-09-01
milson_2026_self_esteem,Adult (18+),,derived_cov_age,18.0,34.0,904,0.0,2026-09-01
mhscdc_fried_2020_motivation,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
mexico_2025_q3safety_govtrust,Adult (18+),,derived_cov_age,18.0,98.0,23522,0.0,2026-09-01
mhscdc_fried_2020_loneliness,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
mhscdc_fried_2020_tired,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
milavic_2019_psisysf,Adult (18+),,derived_cov_age,18.0,25.0,304,0.0,2026-09-01
mfq_adolescent_athletes,Child (<18y),Adolescent (12-18y),derived_cov_age,13.0,18.0,152,0.013158,2026-09-01
mhscdc_fried_2020_mindfullness,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
mhscdc_fried_2020_dass,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
mhscdc_fried_2020_se,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
mhscdc_fried_2020_conscientiousness,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
mexico_2025_q4safety_harassment,Adult (18+),,derived_cov_age,18.0,98.0,23914,0.0,2026-09-01
mhscdc_fried_2020_procrastination,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
mexico_2025_q3safety_govperformance,Adult (18+),,derived_cov_age,18.0,98.0,23642,0.0,2026-09-01
mhscdc_fried_2020_smartphone,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
mhscdc_fried_2020_anger,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
mhscdc_fried_2020_ps,Adult (18+),,derived_cov_age,18.0,48.0,80,0.0,2026-09-01
mexico_2025_q4safety_conflicts,Adult (18+),,derived_cov_age,18.0,98.0,23913,0.0,2026-09-01
milson_2026_body_satisfaction,Adult (18+),,derived_cov_age,18.0,34.0,904,0.0,2026-09-01
mexico_2025_q3safety_conflicts,Adult (18+),,derived_cov_age,18.0,98.0,23634,0.0,2026-09-01
mexico_2025_q3safety_violence,Adult (18+),,derived_cov_age,18.0,98.0,23632,0.0,2026-09-01
mexico_2025_q3safety_perception,Adult (18+),,derived_cov_age,18.0,98.0,23642,0.0,2026-09-01
mexico_2025_q4safety_perception,Adult (18+),,derived_cov_age,18.0,98.0,23923,0.0,2026-09-01
mexico_2025_q4safety_govperformance,Adult (18+),,derived_cov_age,18.0,98.0,23923,0.0,2026-09-01
milson_2026_social_media_use,Adult (18+),,derived_cov_age,18.0,34.0,904,0.0,2026-09-01
moe2025_erq,Adult (18+),,derived_cov_age,24.0,64.0,95,0.0,2026-09-01
moe2025_scs,Adult (18+),,derived_cov_age,24.0,64.0,95,0.0,2026-09-01
moe2025_sis,Adult (18+),,derived_cov_age,24.0,64.0,95,0.0,2026-09-01
mohammed_2021_job_satisfaction,Adult (18+),,derived_cov_age,21.0,57.0,411,0.0,2026-09-01
mohammed_2021_patient_safety_culture,Adult (18+),,derived_cov_age,21.0,57.0,411,0.0,2026-09-01
monier_2026_pot,Elderly (minimum age >50),,derived_cov_age,51.0,80.0,107,0.0,2026-09-01
monier_2026_sti,Elderly (minimum age >50),,derived_cov_age,51.0,80.0,105,0.0,2026-09-01
moon_2023_coping_emotion,Mixed,Child (6-12y),derived_cov_age,9.0,42.0,206,0.024272,2026-09-01
moon_2023_coping_problem,Mixed,Child (6-12y),derived_cov_age,9.0,42.0,206,0.024272,2026-09-01
moon_2023_korean_proficiency,Mixed,Child (6-12y),derived_cov_age,9.0,42.0,206,0.024272,2026-09-01
moon_2023_pregnancy_stress,Mixed,Child (6-12y),derived_cov_age,9.0,42.0,205,0.02439,2026-09-01
moon_2023_selfesteem,Mixed,Child (6-12y),derived_cov_age,9.0,42.0,206,0.024272,2026-09-01
moon_2023_spousal_support,Mixed,Child (6-12y),derived_cov_age,9.0,42.0,206,0.024272,2026-09-01
moore_2016_bdi,Adult (18+),,derived_cov_age,18.80355921,67.60301164,271,0.0,2026-09-01
moral_absolutism_goyal_2025_dt,Adult (18+),,derived_cov_age,18.0,78.0,2412,0.0,2026-09-01
moral_absolutism_goyal_2025_mfq,Adult (18+),,derived_cov_age,18.0,78.0,2412,0.0,2026-09-01
moral_absolutism_goyal_2025_moral,Mixed,"Early (<6y), Child (6-12y)",derived_cov_age,1.0,84.0,4198,0.047165,2026-09-01
moral_absolutism_goyal_2025_mr,Adult (18+),,derived_cov_age,18.0,78.0,2412,0.0,2026-09-01
moral_absolutism_goyal_2025_nfc,Mixed,"Early (<6y), Child (6-12y)",derived_cov_age,1.0,78.0,2610,0.075862,2026-09-01
moral_absolutism_goyal_2025_pp,Adult (18+),,derived_cov_age,18.0,78.0,2412,0.0,2026-09-01
moral_absolutism_goyal_2025_stance,Adult (18+),,derived_cov_age,18.0,80.0,4212,0.0,2026-09-01
morales_2021_asmr15,Adult (18+),,derived_cov_age,18.0,49.0,177,0.0,2026-09-01
morales_2021_erq,Adult (18+),,derived_cov_age,18.0,49.0,177,0.0,2026-09-01
mpsycho_wilpat,Adult (18+),,derived_cov_age,18.0,100.0,796,0.0,2026-09-01
much_tte_2025_actionorientation,Adult (18+),,derived_cov_age,18.0,40.0,1244,0.0,2026-09-01
much_tte_2025_concentrationtask,Adult (18+),,derived_cov_age,18.0,40.0,1244,0.0,2026-09-01
much_tte_2025_currentmotivation,Adult (18+),,derived_cov_age,18.0,40.0,1244,0.0,2026-09-01
much_tte_2025_effort,Adult (18+),,derived_cov_age,18.0,40.0,1244,0.0,2026-09-01
much_tte_2025_matrixreasoning,Adult (18+),,derived_cov_age,18.0,40.0,1244,0.0,2026-09-01
musifeast17_vanderwalle_2025,Adult (18+),,derived_cov_age,18.0,75.0,701,0.0,2026-09-01
muslih_2024_rses,Adult (18+),,derived_cov_age,21.0,63.0,260,0.0,2026-09-01
nabizadehchianeh_2026_tempsa,Adult (18+),,derived_cov_age,18.0,38.0,713,0.0,2026-09-01
nabwera_2021_bdi,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,358,0.332402,2026-09-01
nam_2024_access,Adult (18+),,derived_cov_age,24.0,66.0,214,0.0,2026-09-01
nam_2024_attitude,Adult (18+),,derived_cov_age,24.0,66.0,214,0.0,2026-09-01
nam_2024_function,Adult (18+),,derived_cov_age,24.0,66.0,214,0.0,2026-09-01
nam_2024_khlat,Adult (18+),,derived_cov_age,24.0,66.0,214,0.0,2026-09-01
nam_2024_medint,Adult (18+),,derived_cov_age,24.0,66.0,214,0.0,2026-09-01
nam_2024_selfcare,Adult (18+),,derived_cov_age,24.0,66.0,214,0.0,2026-09-01
nam_2024_selfeff,Adult (18+),,derived_cov_age,24.0,66.0,214,0.0,2026-09-01
narcissism_schneider_2025_study1_morf_hsns,Adult (18+),,derived_cov_age,16.0,72.0,1285,0.002335,2026-09-01
neurodegenerative_huizinga_2019_user,Adult (18+),,derived_cov_age,18.0,95.0,1460,0.0,2026-09-01
neurodegenerative_huizinga_2019_cvc,Adult (18+),,derived_cov_age,18.0,95.0,1460,0.0,2026-09-01
neurodegenerative_huizinga_2019_brief,Adult (18+),,derived_cov_age,18.0,95.0,1460,0.0,2026-09-01
nas_rogoza_2024_study2_ngs,Adult (18+),,derived_cov_age,18.0,85.0,353,0.0,2026-09-01
neurodegenerative_huizinga_2019_sims,Adult (18+),,derived_cov_age,18.0,95.0,1460,0.0,2026-09-01
nas_rogoza_2024_study1,Adult (18+),,derived_cov_age,18.0,78.0,369,0.0,2026-09-01
nas_rogoza_2024_study2_nas,Adult (18+),,derived_cov_age,18.0,85.0,353,0.0,2026-09-01
neurodegenerative_huizinga_2019_feda,Adult (18+),,derived_cov_age,18.0,95.0,1460,0.0,2026-09-01
neurodegenerative_huizinga_2019_dass,Adult (18+),,derived_cov_age,18.0,95.0,1460,0.0,2026-09-01
neurodegenerative_huizinga_2019_svc,Adult (18+),,derived_cov_age,18.0,95.0,1460,0.0,2026-09-01
nas_rogoza_2024_study2_nvs,Adult (18+),,derived_cov_age,18.0,85.0,353,0.0,2026-09-01
neurodegenerative_huizinga_2019_vfq,Adult (18+),,derived_cov_age,18.0,95.0,1460,0.0,2026-09-01
nfc_kay_2025,Adult (18+),,derived_cov_age,18.0,81.0,492,0.0,2026-09-01
ngo_2025_green_attitude,Mixed,Adolescent (12-18y),derived_cov_age,12.0,25.0,237,0.417722,2026-09-01
ngo_2025_green_pbc,Mixed,Adolescent (12-18y),derived_cov_age,12.0,25.0,237,0.417722,2026-09-01
ngo_2025_green_purchase_behavior,Mixed,Adolescent (12-18y),derived_cov_age,12.0,25.0,237,0.417722,2026-09-01
ngo_2025_green_purchase_intention,Mixed,Adolescent (12-18y),derived_cov_age,12.0,25.0,237,0.417722,2026-09-01
ngo_2025_green_subjective_norm,Mixed,Adolescent (12-18y),derived_cov_age,12.0,25.0,237,0.417722,2026-09-01
niazi_2020_mfq,Adult (18+),,derived_cov_age,17.0,64.0,300,0.003333,2026-09-01
niazi_2020_mfq_stereotype,Adult (18+),,derived_cov_age,17.0,64.0,300,0.003333,2026-09-01
nit_must_2014,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,10.0,16.0,1800,0.0,2026-09-01
nomt_hooper_2024_study2,Adult (18+),,derived_cov_age,18.0,57.0,391,0.0,2026-09-01
onecm_kay_2025,Adult (18+),,derived_cov_age,18.0,81.0,492,0.0,2026-09-01
opentsstvr_linnig_2025_ssq,Adult (18+),,derived_cov_age,18.0,30.0,98,0.0,2026-09-01
opentsstvr_linnig_2025_vas,Adult (18+),,derived_cov_age,18.0,30.0,98,0.0,2026-09-01
opentsstvr_linnig_2025_vrexperience,Adult (18+),,derived_cov_age,18.0,30.0,98,0.0,2026-09-01
opladen2025_edeq,Adult (18+),,derived_cov_age,18.0,65.0,211,0.0,2026-09-01
opladen2025_fkg,Adult (18+),,derived_cov_age,18.0,65.0,210,0.0,2026-09-01
opladen2025_fks,Adult (18+),,derived_cov_age,18.0,65.0,211,0.0,2026-09-01
opladen2025_wi,Adult (18+),,derived_cov_age,18.0,65.0,210,0.0,2026-09-01
osorio_2023_dos,Mixed,Adolescent (12-18y),derived_cov_age,12.0,19.0,5303,0.101452,2026-09-01
oxfordcovid_xue_2024_at,Mixed,Adolescent (12-18y),derived_cov_age,11.0,62.0,1018,0.345776,2026-09-01
oxfordcovid_xue_2024_brs,Mixed,Adolescent (12-18y),derived_cov_age,12.0,60.0,344,0.162791,2026-09-01
oxfordcovid_xue_2024_edeq,Mixed,Adolescent (12-18y),derived_cov_age,11.0,62.0,1028,0.348249,2026-09-01
oxfordcovid_xue_2024_gad,Mixed,Adolescent (12-18y),derived_cov_age,11.0,62.0,1055,0.343128,2026-09-01
oxfordcovid_xue_2024_pswq_c,Mixed,Adolescent (12-18y),derived_cov_age,3.0,45.0,958,0.079332,2026-09-01
oxfordcovid_xue_2024_school,Mixed,Adolescent (12-18y),derived_cov_age,13.0,18.0,139,0.100719,2026-09-01
oxfordcovid_xue_2024_swemws,Mixed,Adolescent (12-18y),derived_cov_age,11.0,62.0,995,0.351759,2026-09-01
ozkurt_2026_basic_psych_needs,Mixed,Adolescent (12-18y),derived_cov_age,16.0,44.0,374,0.088235,2026-09-01
ozkurt_2026_continuance_intention,Mixed,Adolescent (12-18y),derived_cov_age,16.0,44.0,374,0.088235,2026-09-01
ozkurt_2026_ego_orientation,Mixed,Adolescent (12-18y),derived_cov_age,16.0,44.0,374,0.088235,2026-09-01
ozkurt_2026_paces_enjoyment,Mixed,Adolescent (12-18y),derived_cov_age,16.0,44.0,374,0.088235,2026-09-01
ozkurt_2026_sport_motivation,Mixed,Adolescent (12-18y),derived_cov_age,16.0,44.0,374,0.088235,2026-09-01
pass20_klosowska_2025_dass_online,Adult (18+),,derived_cov_age,19.0,86.0,415,0.0,2026-09-01
park_2021_pss10,Elderly (minimum age >50),,derived_cov_age,55.0,86.0,208,0.0,2026-09-01
pavic_2022_science_literacy,Adult (18+),,derived_cov_age,20.0,73.0,577,0.0,2026-09-01
pass20_klosowska_2025_pass_online,Adult (18+),,derived_cov_age,19.0,86.0,415,0.0,2026-09-01
pavic_2022_vaccine_conspiracy,Adult (18+),,derived_cov_age,20.0,73.0,577,0.0,2026-09-01
pass20_klosowska_2025_staix_online,Adult (18+),,derived_cov_age,19.0,86.0,415,0.0,2026-09-01
pass20_klosowska_2025_pass_hospital,Adult (18+),,derived_cov_age,18.0,85.0,104,0.0,2026-09-01
park_2021_swls,Elderly (minimum age >50),,derived_cov_age,55.0,86.0,208,0.0,2026-09-01
parenting_anunciacao_2025_rejection,Adult (18+),,derived_cov_age,7.0,60.0,108,0.009259,2026-09-01
parenting_anunciacao_2025_values,Adult (18+),,derived_cov_age,7.0,60.0,108,0.009259,2026-09-01
pavic_2022_natural_immunity,Adult (18+),,derived_cov_age,20.0,73.0,577,0.0,2026-09-01
parenting_anunciacao_2025_goals,Adult (18+),,derived_cov_age,7.0,60.0,108,0.009259,2026-09-01
pavic_2022_healthcare_trust,Adult (18+),,derived_cov_age,20.0,73.0,577,0.0,2026-09-01
park_2024_mbi,Adult (18+),,derived_cov_age,22.0,54.0,329,0.0,2026-09-01
parenting_anunciacao_2025_materialism,Adult (18+),,derived_cov_age,7.0,60.0,108,0.009259,2026-09-01
park_2024_ageism,Adult (18+),,derived_cov_age,22.0,54.0,329,0.0,2026-09-01
pass20_klosowska_2025_csq_online,Adult (18+),,derived_cov_age,19.0,86.0,415,0.0,2026-09-01
parenting_anunciacao_2025_material_rewards,Adult (18+),,derived_cov_age,7.0,60.0,108,0.009259,2026-09-01
parc_balaji_2017,Adult (18+),,derived_cov_age,18.0,23.0,132,0.0,2026-09-01
parenting_anunciacao_2025_affect,Adult (18+),,derived_cov_age,7.0,60.0,108,0.009259,2026-09-01
peng_2024_language_boredom,Child (<18y),Adolescent (12-18y),derived_cov_age,14.0,17.0,310,0.0,2026-09-01
peng_2024_language_enjoyment,Child (<18y),Adolescent (12-18y),derived_cov_age,14.0,17.0,310,0.0,2026-09-01
personalitychange_kramer_2025_mls,Adult (18+),,derived_cov_age,18.0,75.0,2088,0.0,2026-09-01
pellerin2020_mwbs_gratbeing,Adult (18+),,derived_cov_age,16.0,81.0,674,0.001484,2026-09-01
pellerin2020_cpc_optimism,Adult (18+),,derived_cov_age,16.0,81.0,674,0.001484,2026-09-01
pellerin2020_cpc_selfefficacy,Adult (18+),,derived_cov_age,16.0,81.0,674,0.001484,2026-09-01
pellerin2020_cpc_hope,Adult (18+),,derived_cov_age,16.0,81.0,674,0.001484,2026-09-01
peng_2024_grit,Child (<18y),Adolescent (12-18y),derived_cov_age,14.0,17.0,310,0.0,2026-09-01
pellerin2020_asti,Adult (18+),,derived_cov_age,16.0,81.0,674,0.001484,2026-09-01
pechorro_impulsivity_2021_ypitris,Adult (18+),,derived_cov_age,18.1848049281314,41.8069815195072,427,0.0,2026-09-01
pellerin2020_gq6,Adult (18+),,derived_cov_age,16.0,81.0,674,0.001484,2026-09-01
pechorro_impulsivity_2021_rpq,Adult (18+),,derived_cov_age,18.1848049281314,41.8069815195072,427,0.0,2026-09-01
pellerin2020_3dws,Adult (18+),,derived_cov_age,16.0,81.0,674,0.001484,2026-09-01
pechorro_impulsivity_2021_iid,Adult (18+),,derived_cov_age,18.1848049281314,41.8069815195072,427,0.0,2026-09-01
pcl5_xiong_2025,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,70.0,9506,0.37429,2026-09-01
pcss_adolescent_athletes,Child (<18y),Adolescent (12-18y),derived_cov_age,13.0,18.0,152,0.013158,2026-09-01
perfectionismlit_2021_engagement,Child (<18y),Adolescent (12-18y),derived_cov_age,14.0,15.0,64,0.0,2026-09-01
pds_kay_2025,Adult (18+),,derived_cov_age,18.0,81.0,492,0.0,2026-09-01
perfectionismlit_2021_prepost,Child (<18y),Adolescent (12-18y),derived_cov_age,14.0,15.0,67,0.0,2026-09-01
pechorro_impulsivity_2021_bes,Adult (18+),,derived_cov_age,18.1848049281314,41.8069815195072,427,0.0,2026-09-01
pellerin2020_serenity_acceptance,Adult (18+),,derived_cov_age,16.0,81.0,674,0.001484,2026-09-01
pellerin2020_mwbs_pd,Adult (18+),,derived_cov_age,16.0,81.0,674,0.001484,2026-09-01
personalitychange_kramer_2025_bfi,Adult (18+),,derived_cov_age,18.0,75.0,2090,0.0,2026-09-01
pezzuti_2025_coolpeople_main_individualism_USA,Adult (18+),,derived_cov_age,1.0,73.0,841,0.002378,2026-09-01
pezzuti_2025_coolpeople_main_powerdistance_USA_Chile,Adult (18+),,derived_cov_age,1.0,73.0,1047,0.00191,2026-09-01
pezzuti_2025_coolpeople_powerful,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
pezzuti_2025_coolpeople_main_trendy_USA,Adult (18+),,derived_cov_age,1.0,73.0,841,0.002378,2026-09-01
pezzuti_2025_coolpeople_main_tight_USA_Chile,Adult (18+),,derived_cov_age,1.0,73.0,1047,0.00191,2026-09-01
personalitychange_kramer_2025_swls,Adult (18+),,derived_cov_age,18.0,75.0,2088,0.0,2026-09-01
pezzuti_2025_coolpeople_autonomous,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
pezzuti_2025_coolpeople_main_uncertaintyavoidance_USA_Chile,Adult (18+),,derived_cov_age,1.0,73.0,1047,0.00191,2026-09-01
pezzuti_2025_coolpeople_main_nfc,Adult (18+),,derived_cov_age,1.0,75.0,3925,0.006369,2026-09-01
petrowski_2019_sclk9,Mixed,Adolescent (12-18y),derived_cov_age,14.0,92.0,2502,0.035971,2026-09-01
pezzuti_2025_coolpeople_main_materialism_Chile,Adult (18+),,derived_cov_age,18.0,55.0,206,0.0,2026-09-01
petrocchi_2020_neuroticism,Adult (18+),,derived_cov_age,18.0,35.0,160,0.0,2026-09-01
pezzuti_2025_coolpeople_adventurous,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
pezzuti_2025_coolpeople_main_big5_SouthKorea,Adult (18+),,derived_cov_age,18.0,40.0,294,0.0,2026-09-01
pezzuti_2025_coolpeople_main_collectivism_USA,Adult (18+),,derived_cov_age,1.0,73.0,841,0.002378,2026-09-01
personalitychange_kramer_2025_sa,Adult (18+),,derived_cov_age,19.0,69.0,756,0.0,2026-09-01
personalitychange_kramer_2025_rses,Adult (18+),,derived_cov_age,18.0,75.0,2088,0.0,2026-09-01
pezzuti_2025_coolpeople_main_masculinity_Chile,Adult (18+),,derived_cov_age,18.0,55.0,206,0.0,2026-09-01
pezzuti_2025_coolpeople_conforming,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
pezzuti_2025_coolpeople_capable,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
pezzuti_2025_coolpeople_main_collectivism_Mexico_Chile,Adult (18+),,derived_cov_age,18.0,59.0,456,0.0,2026-09-01
personalitychange_kramer_2025_si,Adult (18+),,derived_cov_age,18.0,75.0,776,0.0,2026-09-01
personalitychange_kramer_2025_sccs,Adult (18+),,derived_cov_age,18.0,75.0,2088,0.0,2026-09-01
pezzuti_2025_coolpeople_benevolent,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
pezzuti_2025_coolpeople_hedonistic,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
pilch_2021_fear_covid19,Adult (18+),,derived_cov_age,18.0,72.0,387,0.0,2026-09-01
pierro_2018_tf_past_s4,Adult (18+),,derived_cov_age,20.0,45.0,189,0.0,2026-09-01
pierro_2018_selfforgive_s3,Adult (18+),,derived_cov_age,19.0,50.0,85,0.0,2026-09-01
pierro_2018_locomotion_s4,Adult (18+),,derived_cov_age,20.0,45.0,189,0.0,2026-09-01
pierro_2018_tf_future_s4,Adult (18+),,derived_cov_age,20.0,45.0,189,0.0,2026-09-01
pierro_2018_negaffect_s3,Adult (18+),,derived_cov_age,19.0,50.0,85,0.0,2026-09-01
piterova-slovak-science-related-populism,Adult (18+),,derived_cov_age,18.0,84.0,643,0.0,2026-09-01
pilch_2021_coping_behavior,Adult (18+),,derived_cov_age,18.0,72.0,397,0.0,2026-09-01
pilch_2021_protection_motivation,Adult (18+),,derived_cov_age,18.0,72.0,397,0.0,2026-09-01
pierro_2018_selfforgive_s2,Adult (18+),,derived_cov_age,17.0,33.0,97,0.010309,2026-09-01
pierro_2018_tf_present_s4,Adult (18+),,derived_cov_age,20.0,45.0,189,0.0,2026-09-01
pierro_2018_locomotion_s1,Adult (18+),,derived_cov_age,17.0,79.0,323,0.003096,2026-09-01
pierro_2018_selfforgive_s1,Adult (18+),,derived_cov_age,17.0,79.0,323,0.003096,2026-09-01
pierro_2018_hfs_s4,Adult (18+),,derived_cov_age,20.0,45.0,189,0.0,2026-09-01
pilch_2021_personality_ipip20,Adult (18+),,derived_cov_age,18.0,72.0,397,0.0,2026-09-01
pierro_2018_locomotion_s3,Adult (18+),,derived_cov_age,19.0,50.0,85,0.0,2026-09-01
pezzuti_2025_coolpeople_warm,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
pierro_2018_assessment_s1,Adult (18+),,derived_cov_age,17.0,79.0,323,0.003096,2026-09-01
pezzuti_2025_coolpeople_traditional,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
pierro_2018_assessment_s4,Adult (18+),,derived_cov_age,20.0,45.0,189,0.0,2026-09-01
pierro_2018_posaffect_s3,Adult (18+),,derived_cov_age,19.0,50.0,85,0.0,2026-09-01
phq9_xiong_2025,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,70.0,9506,0.37429,2026-09-01
pierro_2018_assessment_s3,Adult (18+),,derived_cov_age,19.0,50.0,85,0.0,2026-09-01
pezzuti_2025_coolpeople_secure,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
pezzuti_2025_coolpeople_single-items,Adult (18+),,derived_cov_age,1.0,85.0,5608,0.004458,2026-09-01
qi_2025_big_five,Adult (18+),,derived_cov_age,18.0,28.0,134,0.0,2026-09-01
qi_2025_dark_triad,Adult (18+),,derived_cov_age,18.0,28.0,134,0.0,2026-09-01
ptacek2023_aaq2,Adult (18+),,derived_cov_age,18.0,70.0,298,0.0,2026-09-01
qi_2025_individualism_collectivism,Adult (18+),,derived_cov_age,18.0,28.0,134,0.0,2026-09-01
qi_2025_modesty,Adult (18+),,derived_cov_age,18.0,28.0,134,0.0,2026-09-01
ptacek2023_swls,Adult (18+),,derived_cov_age,18.0,70.0,298,0.0,2026-09-01
ptacek2023_compact,Adult (18+),,derived_cov_age,18.0,70.0,298,0.0,2026-09-01
ptcichina_zhan_2024,Mixed,Adolescent (12-18y),derived_cov_age,11.0,64.0,1206,0.46866,2026-09-01
ptacek2023_dass21,Adult (18+),,derived_cov_age,18.0,70.0,298,0.0,2026-09-01
powell_2018_trust,Adult (18+),,derived_cov_age,18.0,77.0,523,0.0,2026-09-01
poza2026_hlseu,Adult (18+),,derived_cov_age,18.0,75.0,101,0.0,2026-09-01
portella_2022_racial_attitudes,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,10.0,54.0,3431,0.068202,2026-09-01
powell_2018_qcae,Adult (18+),,derived_cov_age,18.0,77.0,523,0.0,2026-09-01
powell_2018_memory,Adult (18+),,derived_cov_age,18.0,77.0,523,0.0,2026-09-01
pranckeviciene_2022_gad7,Adult (18+),,derived_cov_age,18.0,57.0,1358,0.0,2026-09-01
potocnik_2024_diabetes,Adult (18+),,derived_cov_age,30.0,91.0,287,0.0,2026-09-01
pranckeviciene_2022_phq9,Adult (18+),,derived_cov_age,18.0,57.0,1358,0.0,2026-09-01
powell_2018_affect,Adult (18+),,derived_cov_age,18.0,77.0,523,0.0,2026-09-01
queiros_2018_qcae,Adult (18+),,derived_cov_age,18.0,60.0,562,0.0,2026-09-01
randomness_angelike_2024_conscientiousness,Adult (18+),,derived_cov_age,18.0,87.0,835,0.0,2026-09-01
quarter_life_crisis__cd,Adult (18+),,derived_cov_age,18.0,25.0,90,0.0,2026-09-01
quarter_life_crisis__mwb,Adult (18+),,derived_cov_age,18.0,25.0,90,0.0,2026-09-01
rapm_poulton_2022_timed,Adult (18+),,derived_cov_age,17.0,41.0,479,0.006263,2026-09-01
quarter_life_crisis__iuc,Adult (18+),,derived_cov_age,18.0,25.0,90,0.0,2026-09-01
randomness_angelike_2024_ncs,Adult (18+),,derived_cov_age,18.0,87.0,835,0.0,2026-09-01
rapm_poulton_2022_untimed,Mixed,Adolescent (12-18y),derived_cov_age,13.0,84.0,608,0.042763,2026-09-01
rahman_2022_phq9,Adult (18+),,derived_cov_age,18.0,29.0,677,0.0,2026-09-01
rdatasets_gssabortion,Adult (18+),,derived_cov_age,18.0,89.0,64586,0.0,2026-09-01
qi_2025_self_esteem,Adult (18+),,derived_cov_age,18.0,28.0,134,0.0,2026-09-01
qol_islam_2025,Elderly (minimum age >50),,derived_cov_age,60.0,100.0,1147,0.0,2026-09-01
qi_2025_swls,Adult (18+),,derived_cov_age,18.0,28.0,134,0.0,2026-09-01
qi_2025_self_concept_clarity,Adult (18+),,derived_cov_age,18.0,28.0,134,0.0,2026-09-01
qi_2025_self_construal,Adult (18+),,derived_cov_age,18.0,28.0,134,0.0,2026-09-01
qi_2025_panas,Adult (18+),,derived_cov_age,18.0,28.0,134,0.0,2026-09-01
rmet_higgins_2022_tom,Adult (18+),,derived_cov_age,18.0,88.0,1182,0.0,2026-09-01
rmet_higgins_2022_rmet,Adult (18+),,derived_cov_age,18.0,88.0,1222,0.0,2026-09-01
robbins_2019_risk_quality_belief,Adult (18+),,derived_cov_age,18.0,74.0,802,0.0,2026-09-01
robbins_2019_has_belief,Adult (18+),,derived_cov_age,18.0,74.0,802,0.0,2026-09-01
