cbi1,cbi2,cbi3,cbi4,cbi5,cbi6,cbi7,cbi8,cbi9,cbi10,cbi11,cbi12,cbi13,cbi14,cbi15,cbi16,cbi17,cbi18,cbi19,cbi20,cbi21,cbi22,cbi23,cbi24,cbi25,cbi26,cbi27,cbi28,age,gender,study,id
1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,2,0,2,1,22.0,1,BigStudy,student_770
2,2,2,2,1,1,1,1,0,0,0,0,0,0,2,2,2,2,1,1,2,1,0,0,0,0,1,1,26.0,1,BigStudy,student_771
1,3,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,19.0,1,BigStudy,student_772
1,0,0,2,1,0,1,1,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,19.0,1,BigStudy,student_773
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,20.0,0,BigStudy,student_774
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,BigStudy,student_775
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,22.0,1,BigStudy,student_776
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.0,1,BigStudy,student_777
3,3,0,1,1,0,1,1,0,0,2,0,3,3,0,1,0,1,3,1,2,0,3,2,1,3,1,0,20.0,1,BigStudy,student_778
2,2,1,2,2,1,2,3,2,2,2,2,1,1,2,2,1,1,2,3,3,2,1,0,1,2,2,2,23.0,1,BigStudy,student_779
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,BigStudy,student_780
1,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.0,1,BigStudy,student_781
0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,1,2,0,0,0,0,2,26.0,1,BigStudy,student_782
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,1,BigStudy,student_783
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_784
1,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,2,0,0,1,1,1,22.0,1,BigStudy,student_785
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_786
2,3,1,1,3,3,3,3,3,0,2,1,0,1,1,0,0,3,3,1,1,2,2,0,3,2,0,1,45.0,1,BigStudy,student_787
3,3,1,1,3,1,1,1,1,1,1,1,0,2,0,0,1,1,1,1,1,1,3,1,0,3,3,3,19.0,1,BigStudy,student_788
1,3,0,1,2,0,1,0,2,1,0,0,1,0,0,0,2,0,2,0,2,1,0,0,0,2,2,2,21.0,1,BigStudy,student_789
2,1,0,0,2,0,1,1,3,0,1,1,0,1,0,0,1,1,3,3,1,0,1,3,1,1,0,1,21.0,0,BigStudy,student_790
1,2,0,1,2,1,0,0,1,0,0,0,0,1,0,2,0,1,1,2,1,1,1,0,0,2,1,2,23.0,1,BigStudy,student_791
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,20.0,1,BigStudy,student_792
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,1,BigStudy,student_793
0,0,3,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,BigStudy,student_794
3,3,1,1,3,1,1,0,1,0,1,1,1,0,1,3,3,3,3,0,1,1,3,2,0,0,1,3,41.0,1,BigStudy,student_795
2,2,1,0,2,2,2,0,1,1,0,0,2,0,0,0,1,2,0,1,1,2,0,0,0,0,0,0,24.0,1,BigStudy,student_796
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,30.0,1,BigStudy,student_797
1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,22.0,1,BigStudy,student_798
0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_799
1,3,0,3,3,0,0,1,3,0,3,3,0,2,0,0,2,2,0,2,2,0,3,3,0,3,0,1,18.0,1,BigStudy,student_800
2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,23.0,1,BigStudy,student_801
0,0,0,0,1,1,1,0,0,2,2,2,1,0,1,1,1,1,1,0,0,2,2,1,1,1,0,0,18.0,1,BigStudy,student_802
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_803
1,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2,0,0,0,1,2,37.0,1,BigStudy,student_804
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,1,1,1,0,0,0,0,25.0,1,BigStudy,student_805
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_806
0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,23.0,0,BigStudy,student_807
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,BigStudy,student_808
3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,3,0,0,0,0,2,18.0,1,BigStudy,student_809
0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,26.0,1,BigStudy,student_810
2,2,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,0,0,2,1,2,21.0,1,BigStudy,student_811
0,2,0,0,1,1,1,2,2,3,2,2,1,1,3,3,1,0,2,2,1,3,2,2,1,1,2,1,22.0,1,BigStudy,student_812
0,3,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20.0,1,BigStudy,student_813
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,22.0,0,BigStudy,student_814
0,1,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,1,21.0,1,BigStudy,student_815
1,2,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_816
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22.0,0,BigStudy,student_817
1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,18.0,1,BigStudy,student_818
2,1,1,1,0,2,1,1,2,1,1,2,0,1,2,2,1,1,2,3,0,0,2,1,1,0,1,1,21.0,0,BigStudy,student_819
2,2,2,0,3,1,1,0,2,0,1,1,1,2,1,2,2,1,0,1,2,1,1,0,2,1,1,1,28.0,1,BigStudy,student_820
3,2,1,3,3,1,1,1,1,2,0,0,2,1,0,1,1,2,2,0,1,2,3,0,1,1,1,1,19.0,1,BigStudy,student_821
0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,0,2,0,2,2,0,0,0,1,1,25.0,1,BigStudy,student_822
3,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,26.0,0,BigStudy,student_823
1,2,1,3,3,2,1,0,0,0,0,0,3,0,3,3,2,3,3,0,1,3,2,0,3,2,2,2,47.0,1,BigStudy,student_824
0,1,0,3,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,23.0,1,BigStudy,student_825
1,1,2,1,0,2,2,1,1,1,1,1,0,1,1,1,1,2,1,0,1,1,2,2,1,1,2,1,23.0,1,BigStudy,student_826
1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24.0,0,BigStudy,student_827
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1,BigStudy,student_828
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0,0,BigStudy,student_829
1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,30.0,0,BigStudy,student_830
2,2,2,1,1,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,28.0,0,BigStudy,student_831
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21.0,1,BigStudy,student_832
0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,23.0,0,BigStudy,student_833
3,3,0,0,1,1,0,0,3,0,0,0,1,3,0,1,3,2,1,0,0,0,3,0,0,0,0,2,18.0,1,BigStudy,student_834
2,2,2,2,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,2,1,0,1,1,1,24.0,1,BigStudy,student_835
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23.0,1,BigStudy,student_836
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.0,1,BigStudy,student_837
2,2,0,1,0,0,0,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,24.0,1,BigStudy,student_838
2,3,0,1,3,1,0,1,3,0,0,0,1,2,2,0,3,3,0,1,1,2,3,0,0,0,3,0,18.0,1,BigStudy,student_839
1,1,0,0,2,1,1,0,0,3,3,0,0,0,0,0,0,0,0,3,1,3,1,0,3,0,1,3,19.0,0,BigStudy,student_840
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,23.0,1,BigStudy,student_841
1,3,0,1,3,0,0,0,0,0,1,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,18.0,1,BigStudy,student_842
1,1,1,3,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,21.0,1,BigStudy,student_843
0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1,BigStudy,student_844
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,25.0,1,BigStudy,student_845
3,1,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,23.0,1,BigStudy,student_846
1,3,0,1,2,0,3,1,3,0,1,1,0,3,0,1,1,1,3,0,1,3,3,0,0,1,0,3,21.0,1,BigStudy,student_847
1,3,0,1,3,1,1,0,1,0,0,0,1,0,0,1,1,3,0,1,1,0,1,0,0,1,0,1,24.0,1,BigStudy,student_848
1,0,2,2,1,1,2,0,2,1,3,2,2,3,2,2,1,1,1,1,0,0,2,1,1,3,2,1,21.0,0,BigStudy,student_849
1,2,0,0,2,0,1,1,3,2,1,0,0,0,0,0,0,0,3,3,3,1,1,0,1,1,0,1,23.0,1,BigStudy,student_850
2,3,1,2,3,2,1,0,2,1,1,2,2,1,1,1,3,2,1,1,1,1,2,0,1,2,1,2,22.0,1,BigStudy,student_851
0,1,1,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,2,0,0,0,0,2,0,0,0,1,20.0,0,BigStudy,student_852
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_853
2,3,1,1,1,2,2,2,2,0,0,1,2,1,1,2,1,1,2,1,2,2,0,1,2,2,1,2,21.0,1,BigStudy,student_854
2,1,0,1,0,0,1,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,1,0,0,3,0,0,21.0,0,BigStudy,student_855
1,1,1,0,1,0,2,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,34.0,0,BigStudy,student_856
2,1,1,0,1,0,1,0,0,0,1,1,2,2,0,1,0,0,1,0,0,0,0,2,0,2,0,0,19.0,1,BigStudy,student_857
1,3,3,1,2,1,1,0,0,0,0,0,0,1,0,3,1,0,1,1,1,0,1,0,0,1,3,3,26.0,0,BigStudy,student_858
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18.0,1,BigStudy,student_859
0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,24.0,1,BigStudy,student_860
0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,24.0,1,BigStudy,student_861
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,21.0,1,BigStudy,student_862
1,1,0,0,1,0,0,0,3,1,0,0,0,0,0,2,0,1,1,1,3,0,1,1,0,0,0,0,22.0,1,BigStudy,student_863
1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,2,0,1,0,1,0,1,3,3,0,24.0,1,BigStudy,student_864
3,3,2,2,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,18.0,0,BigStudy,student_865
2,3,0,1,1,0,0,0,2,0,0,0,1,0,0,0,2,2,1,1,1,0,1,0,0,0,0,0,20.0,1,BigStudy,student_866
3,3,0,1,3,1,1,1,3,0,0,0,0,0,0,1,0,1,1,3,1,0,2,0,0,2,1,2,23.0,1,BigStudy,student_867
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1,BigStudy,student_868
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,BigStudy,student_869
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,22.0,1,BigStudy,student_870
3,1,1,1,1,0,1,0,2,0,0,1,1,1,0,1,1,1,1,0,0,0,2,1,0,2,1,1,20.0,1,BigStudy,student_871
1,1,0,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,20.0,1,BigStudy,student_872
3,3,0,2,3,1,3,0,1,1,1,1,2,3,0,3,0,0,3,0,3,0,2,2,0,3,0,3,26.0,1,BigStudy,student_873
3,3,1,0,1,0,0,0,0,0,1,0,1,3,0,0,0,1,3,0,0,0,0,0,0,1,1,1,34.0,0,BigStudy,student_874
0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,2,1,1,1,0,0,0,0,0,20.0,1,BigStudy,student_875
1,1,0,1,2,0,2,1,0,0,1,0,0,2,1,2,3,0,3,1,2,0,2,1,0,3,0,3,19.0,1,BigStudy,student_876
0,3,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,2,0,1,3,0,0,0,0,0,20.0,1,BigStudy,student_877
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,20.0,1,BigStudy,student_878
0,1,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,25.0,1,BigStudy,student_879
0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,3,0,0,2,0,0,1,0,2,27.0,1,BigStudy,student_880
1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,3,2,1,0,3,0,1,0,0,0,18.0,1,BigStudy,student_881
1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,26.0,0,BigStudy,student_882
2,2,0,2,2,0,2,0,1,0,0,0,2,1,2,0,2,3,1,1,1,0,2,0,0,0,0,0,19.0,1,BigStudy,student_883
1,3,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,2,3,2,21.0,0,BigStudy,student_884
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,20.0,1,BigStudy,student_885
3,3,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,1,1,0,0,3,1,0,0,1,1,1,19.0,1,BigStudy,student_886
0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,32.0,0,BigStudy,student_887
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_888
1,2,0,1,2,0,1,0,2,0,0,0,0,1,0,0,1,2,1,3,2,0,3,0,0,3,0,1,18.0,1,BigStudy,student_889
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.0,1,BigStudy,student_890
1,2,0,0,2,1,0,0,0,0,2,2,3,2,2,2,3,1,3,0,0,1,2,3,0,3,3,1,18.0,1,BigStudy,student_891
2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,28.0,0,BigStudy,student_892
0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,1,BigStudy,student_893
2,3,0,0,2,0,0,0,0,0,0,1,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,34.0,0,BigStudy,student_894
2,2,0,1,2,0,0,0,2,0,1,1,0,1,0,0,0,2,2,1,1,1,2,1,0,0,1,0,19.0,1,BigStudy,student_895
1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,0,0,0,1,0,38.0,1,BigStudy,student_896
1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,3,0,0,1,0,0,23.0,1,BigStudy,student_897
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,3,23.0,1,BigStudy,student_898
1,1,0,1,3,0,2,0,3,2,0,0,1,2,0,0,2,2,3,3,3,3,3,3,0,1,0,2,21.0,1,BigStudy,student_899
0,3,1,1,2,2,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,21.0,1,BigStudy,student_900
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,1,BigStudy,student_901
0,3,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,23.0,1,BigStudy,student_902
3,3,3,1,3,1,1,2,3,0,0,0,3,2,1,2,3,3,3,2,3,1,3,1,0,2,1,2,22.0,1,BigStudy,student_903
0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,20.0,1,BigStudy,student_904
2,2,2,1,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,20.0,0,BigStudy,student_905
1,2,2,0,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20.0,1,BigStudy,student_906
2,3,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,28.0,1,BigStudy,student_907
1,1,0,1,1,0,0,1,3,0,2,0,0,3,1,1,2,1,3,3,2,3,2,2,0,2,3,2,32.0,0,BigStudy,student_908
2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,1,0,19.0,1,BigStudy,student_909
0,1,1,0,2,1,2,2,0,0,0,1,1,1,1,1,1,2,1,3,2,2,3,1,0,0,1,2,20.0,1,BigStudy,student_910
2,3,0,1,2,0,0,0,0,0,1,1,1,1,0,0,2,2,0,0,1,0,2,0,2,2,1,2,23.0,1,BigStudy,student_911
3,1,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,20.0,1,BigStudy,student_912
0,2,1,0,3,0,0,0,3,0,0,0,2,0,0,1,1,2,0,1,0,0,2,0,1,0,1,1,21.0,1,BigStudy,student_913
1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,23.0,1,BigStudy,student_914
1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,18.0,1,BigStudy,student_915
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_916
0,0,0,0,2,2,2,1,3,0,1,1,1,2,0,2,1,0,1,0,3,3,0,0,0,0,0,1,19.0,0,BigStudy,student_917
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,20.0,1,BigStudy,student_918
1,3,0,0,2,1,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,19.0,1,BigStudy,student_919
0,3,0,1,2,0,0,0,1,1,0,0,0,3,0,0,1,1,3,0,2,0,3,0,0,1,0,2,21.0,1,BigStudy,student_920
1,2,1,1,2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,20.0,0,BigStudy,student_921
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1,BigStudy,student_922
0,1,0,1,1,1,1,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,BigStudy,student_923
0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,BigStudy,student_924
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1,BigStudy,student_925
2,0,0,0,1,0,0,0,2,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,20.0,0,BigStudy,student_926
1,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,20.0,0,BigStudy,student_927
3,3,0,3,3,0,3,0,1,0,1,0,3,1,0,2,3,0,3,0,0,2,1,1,0,3,0,1,21.0,1,BigStudy,student_928
1,3,0,3,3,0,0,0,3,0,0,0,0,1,2,2,0,0,1,1,0,2,0,0,0,0,2,0,53.0,0,BigStudy,student_929
2,1,0,0,2,0,1,0,0,0,0,0,2,1,1,3,2,2,1,0,1,0,2,0,0,1,2,2,26.0,1,BigStudy,student_930
0,2,0,1,3,0,0,2,3,1,0,0,0,1,0,3,1,3,0,0,3,1,1,0,0,0,0,0,30.0,1,BigStudy,student_931
3,3,1,1,1,0,0,0,1,1,1,0,0,2,0,0,1,1,3,1,1,3,3,0,3,1,1,2,18.0,1,BigStudy,student_932
2,2,1,1,2,1,0,0,2,0,0,0,1,1,2,1,1,3,1,0,0,1,3,0,1,0,0,1,23.0,1,BigStudy,student_933
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,26.0,1,BigStudy,student_934
1,1,0,0,0,0,3,2,3,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,22.0,0,BigStudy,student_935
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,0,0,1,2,20.0,1,BigStudy,student_936
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20.0,0,BigStudy,student_937
3,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,2,23.0,0,BigStudy,student_938
2,2,0,1,3,1,0,0,2,1,0,0,1,2,0,0,0,2,0,0,1,0,1,0,0,1,0,0,19.0,1,BigStudy,student_939
2,3,3,2,3,1,1,1,0,0,2,0,1,0,0,2,3,3,3,1,1,0,3,1,0,1,0,2,20.0,1,BigStudy,student_940
1,1,0,1,2,0,0,1,3,1,1,0,0,1,0,2,2,1,1,3,3,2,2,0,1,1,0,2,23.0,1,BigStudy,student_941
0,3,0,1,3,3,2,0,1,0,0,0,1,1,0,1,2,1,1,0,1,0,3,0,0,0,2,3,24.0,1,BigStudy,student_942
3,2,2,0,3,3,3,2,0,0,0,0,3,0,1,1,1,2,1,0,0,3,1,1,1,1,3,0,21.0,1,BigStudy,student_943
1,0,1,2,2,0,0,1,1,0,0,0,0,3,1,1,0,0,0,3,2,3,1,0,0,1,1,2,19.0,0,BigStudy,student_944
0,0,0,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,18.0,1,BigStudy,student_945
1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19.0,1,BigStudy,student_946
2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_947
1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,0,3,1,0,0,0,0,1,0,1,1,1,1,21.0,1,BigStudy,student_948
0,1,1,2,2,0,1,3,2,1,0,0,1,0,1,2,2,1,0,1,3,2,2,0,0,1,1,1,21.0,1,BigStudy,student_949
1,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,1,2,20.0,0,BigStudy,student_950
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1,BigStudy,student_951
1,1,2,0,0,0,0,2,3,2,1,0,1,0,0,0,0,0,2,0,3,3,0,1,1,2,1,0,19.0,0,BigStudy,student_952
0,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19.0,1,BigStudy,student_953
0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,2,0,0,1,0,2,1,0,0,0,1,0,20.0,0,BigStudy,student_954
3,3,3,3,3,2,2,0,3,2,1,1,3,1,1,3,3,3,3,1,3,2,2,3,0,2,3,3,52.0,1,BigStudy,student_955
1,2,2,3,3,3,3,1,2,1,0,0,3,0,2,2,3,3,1,2,1,1,2,0,1,1,3,3,36.0,1,BigStudy,student_956
0,1,0,0,2,0,0,0,1,0,1,0,2,0,0,2,1,0,0,0,3,0,3,0,1,0,0,1,29.0,1,BigStudy,student_957
1,3,1,1,1,0,1,1,3,3,1,0,0,2,0,1,1,1,3,3,3,1,0,0,3,0,3,3,20.0,0,BigStudy,student_958
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,1,BigStudy,student_959
1,2,1,0,3,0,1,0,2,0,0,0,3,2,1,2,2,0,0,0,1,2,2,0,0,1,1,1,22.0,1,BigStudy,student_960
0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,19.0,1,BigStudy,student_961
