table,status,batch,timestamp
FomoNegativeAffect_cremer_2026_phq,done,batch_315,2026-09-23T15:28:53-07:00
cfq_ruiz_2025_dass,done,batch_315,2026-09-23T15:28:53-07:00
clipa_2025_mslq,done,batch_316,2026-09-23T15:31:06-07:00
dass21_depression_anxiety_stress,done,batch_316,2026-09-23T15:31:06-07:00
dass21_medical_graduates_bangladesh,done,batch_316,2026-09-23T15:31:06-07:00
di_riso_2025_contact_behavior,done,batch_317,2026-09-23T15:46:09-07:00
fraijo_2022_mslq,done,batch_317,2026-09-23T15:46:09-07:00
gabriel_2026_knowledge_correct,done,batch_317,2026-09-23T15:46:09-07:00
gerard_2018_metatraits,done,batch_318,2026-09-23T15:48:26-07:00
goldberg_2018_ipip,done,batch_318,2026-09-23T15:48:26-07:00
hermans_2015_dm1_rods,done,batch_318,2026-09-23T15:48:26-07:00
hoorani_2022_ps,done,batch_319,2026-09-23T16:06:23-07:00
lee_2020_vr_usability,done,batch_319,2026-09-23T16:06:23-07:00
magiccats_ozono_2020,done,batch_319,2026-09-23T16:06:23-07:00
portella_2022_racial_attitudes,done,batch_320,2026-09-23T16:22:21-07:00
ren_2024_phq9,done,batch_320,2026-09-23T16:22:21-07:00
rodriguezmuniz_2016_washback_survey,done,batch_320,2026-09-23T16:22:21-07:00
sabers_vesper2023,done,batch_321,2026-09-23T17:31:35-07:00
sem_cnes,done,batch_321,2026-09-23T17:31:35-07:00
silvia_2024_funny,done,batch_321,2026-09-23T17:31:35-07:00
spain_2016_cooperation_awareness,done,batch_322,2026-09-23T17:39:47-07:00
spain_2016_cooperation_duty,done,batch_322,2026-09-23T17:39:47-07:00
spain_2016_cooperation_funding,done,batch_322,2026-09-23T17:39:47-07:00
spain_2016_cooperation_interest,done,batch_323,2026-09-23T17:47:05-07:00
spain_2024_values_difficulty,done,batch_323,2026-09-23T17:47:05-07:00
spain_2024_values_institutions,done,batch_323,2026-09-23T17:47:05-07:00
spain_2024_values_meaning,done,batch_324,2026-09-23T17:54:33-07:00
spain_2024_values_political,done,batch_324,2026-09-23T17:54:33-07:00
spain_2024_values_values,done,batch_324,2026-09-23T17:54:33-07:00
spain_2026_confidence_acquisition,done,batch_325,2026-09-23T18:02:06-07:00
spain_2026_confidence_expectations,done,batch_325,2026-09-23T18:02:06-07:00
spain_2026_confidence_macro,done,batch_325,2026-09-23T18:02:06-07:00
spain_2026_confidence_prospect,done,batch_326,2026-09-23T18:10:20
spain_2026_confidence_retrospect,done,batch_326,2026-09-23T18:10:20
stoyel_2021_social_modeling,done,batch_326,2026-09-23T18:10:20
sun_2025_morality_study3_moralratings,done,batch_327,2026-09-23T18:23:05-07:00
sun_2025_morality_study3_respectfulness,blocked,batch_327,2026-09-23T18:23:05-07:00
talaifar_2025_study2_thermometer,done,batch_327,2026-09-23T18:23:05-07:00
teicher_2015_mace_peer_verbal,done,batch_328,2026-09-23T18:26:38-07:00
teicher_2015_mace_verbal,done,batch_328,2026-09-23T18:26:38-07:00
yao_2020_gad,done,batch_328,2026-09-23T18:26:38-07:00
zhu_2026_llm_meteorology_performance,done,batch_329,2026-09-23T18:40:07-07:00
ai_fear_dong_2026_ai,blocked,batch_330,2026-09-23T19:39:10-07:00
ai_fear_dong_2026_other_fear,blocked,batch_330,2026-09-23T20:05:00-07:00
ai_fear_dong_2026_own_fear,blocked,batch_330,2026-09-23T20:05:00-07:00
ai_fear_dong_2026_requirement,blocked,batch_331,2026-09-23T19:41:31-07:00
alqerem_2024_diabetic_health_literacy,done,batch_331,2026-09-23T19:41:31-07:00
anunciacao_2025_emotional_management,blocked,batch_331,2026-09-23T19:41:31-07:00
anunciacao_2025_emotional_relationships,blocked,rights_2026-09-23,2026-09-23T20:05:00-07:00
anunciacao_2025_emotional_responsibility,blocked,rights_2026-09-23,2026-09-23T20:05:00-07:00
anunciacao_2025_emotional_self-awareness,blocked,rights_2026-09-23,2026-09-23T20:05:00-07:00
anunciacao_2025_emotional_social-awareness,blocked,rights_2026-09-23,2026-09-23T20:05:00-07:00
chile_2023_social-welfare-survey_a,done,batch_332,2026-09-23T20:16:06-07:00
chile_2023_social-welfare-survey_vv,done,batch_332,2026-09-23T20:16:06-07:00
chile_2023_social-welfare-survey_yy,done,batch_332,2026-09-23T20:16:06-07:00
cognitive_children_2026,done,batch_333,2026-09-23T20:25:08-07:00
dalichaouche_2026_covid_attitudes,done,batch_333,2026-09-23T20:25:08-07:00
dalichaouche_2026_covid_knowledge,done,batch_333,2026-09-23T20:25:08-07:00
dalichaouche_2026_covid_practices,done,batch_334,2026-09-23T20:27:25-07:00
ehealth_rioux_2025_gad,done,batch_334,2026-09-23T20:27:25-07:00
ehealth_rioux_2025_phq,done,batch_334,2026-09-23T20:27:25-07:00
germann_2026_environment,done,batch_335,2026-09-23T20:42:43-07:00
germann_2026_immigration,done,batch_335,2026-09-23T20:42:43-07:00
germann_2026_redistribution,done,batch_335,2026-09-23T20:42:43-07:00
germann_2026_state_intervention,done,batch_336,2026-09-23T20:52:07-07:00
goldberg_2018_pas_adjectives,done,batch_336,2026-09-23T20:52:07-07:00
goldberg_2018_sdv_adjectives,done,batch_336,2026-09-23T20:52:07-07:00
goldberg_2018_sdv_desirability,done,batch_337,2026-09-23T20:59:10-07:00
goldberg_2018_sdv_force,done,batch_337,2026-09-23T20:59:10-07:00
goldberg_2018_sdv_influ,done,batch_337,2026-09-23T20:59:10-07:00
goldberg_2018_sdv_ipip_temperament,done,batch_338,2026-09-23T21:06:24-07:00
he_2019_flipped_classroom_attitudes,done,batch_338,2026-09-23T21:06:24-07:00
he_2019_flipped_classroom_satisfaction,done,batch_338,2026-09-23T21:06:24-07:00
huang_2023_medseq,done,batch_339,2026-09-23T21:16:14-07:00
islam_2022_bsmas,done,batch_339,2026-09-23T21:16:14-07:00
islam_2022_gad7,done,batch_339,2026-09-23T21:16:14-07:00
islam_2022_phq9,done,batch_340,2026-09-23T21:18:15-07:00
jian-wen-low-sepsis-and-trauma-resuscitation-2024,blocked,batch_340,2026-09-23T21:18:15-07:00
kern_2021_connectedness,done,batch_340,2026-09-23T21:18:15-07:00
kern_2021_engagement,done,batch_341,2026-09-23T21:33:57-07:00
kern_2021_learning,done,batch_341,2026-09-23T21:33:57-07:00
khattak_2026_confidence,done,batch_341,2026-09-23T21:33:57-07:00
manolika_2021_mini_ipip,done,batch_342,2026-09-23T21:41:23-07:00
manolika_2021_movie_preferences,done,batch_342,2026-09-23T21:41:23-07:00
manolika_2021_reading_preferences,done,batch_342,2026-09-23T21:41:23-07:00
matranga_2019_hpv_knowledge,done,batch_343,2026-09-23T21:49:28-07:00
mental_health_wang_2024_gad,done,batch_343,2026-09-23T21:49:28-07:00
mental_health_wang_2024_phq,done,batch_343,2026-09-23T21:49:28-07:00
nguyen_2026_sdt_academic_motivation,done,batch_344,2026-09-23T22:08:00-07:00
nguyen_2026_sdt_perceived_performance,done,batch_344,2026-09-23T22:08:00-07:00
spelling_assessment_study1,done,batch_344,2026-09-23T22:08:00-07:00
spelling_assessment_study2,done,batch_345,2026-09-23T22:06:54-07:00
alan_2018_student_gender_attitudes,done,batch_346,2026-09-24T05:53:46-07:00
alan_2018_teacher_extrinsic_motivation,done,batch_346,2026-09-24T05:53:46-07:00
alan_2018_teacher_gender_attitudes,done,batch_346,2026-09-24T05:53:46-07:00
alan_2018_teacher_growth_mindset,done,batch_347,2026-09-24T05:56:02-07:00
alan_2018_teacher_modern_teaching,done,batch_347,2026-09-24T05:56:02-07:00
alan_2018_teacher_warmth,done,batch_347,2026-09-24T05:56:02-07:00
goldberg_2018_prs_ipip,done,batch_348,2026-09-24T06:02:43-07:00
goldberg_2018_prs_movie_preferences,done,batch_348,2026-09-24T06:02:43-07:00
goldberg_2018_prs_music_preferences,done,batch_348,2026-09-24T06:02:43-07:00
goldberg_2018_prs_reading_preferences,done,batch_349,2026-09-24T06:13:02-07:00
goldberg_2018_prs_tv_preferences,done,batch_349,2026-09-24T06:13:02-07:00
hexaco_ashton_2014_a,done,batch_349,2026-09-24T06:13:02-07:00
hexaco_ashton_2014_c,done,batch_350,2026-09-24T06:26:22-07:00
hexaco_ashton_2014_e,done,batch_350,2026-09-24T06:26:22-07:00
hexaco_ashton_2014_h,done,batch_350,2026-09-24T06:26:22-07:00
hexaco_ashton_2014_o,done,batch_351,2026-09-24T06:28:29-07:00
hexaco_ashton_2014_x,done,batch_351,2026-09-24T06:28:29-07:00
nguyen_2026_autonomy_academic_motivation,done,batch_351,2026-09-24T06:28:29-07:00
nguyen_2026_autonomy_academic_pressure,done,batch_352,2026-09-24T06:36:53-07:00
nguyen_2026_autonomy_family_factors,done,batch_352,2026-09-24T06:36:53-07:00
nguyen_2026_autonomy_school_autonomy_support,blocked,batch_352,2026-09-24T06:36:53-07:00
nguyen_2026_autonomy_student_choice,done,batch_353,2026-09-24T06:44:58-07:00
nguyen_2026_autonomy_student_ownership,done,batch_353,2026-09-24T06:44:58-07:00
nguyen_2026_autonomy_student_voice,done,batch_353,2026-09-24T06:44:58-07:00
spain_2023_identity_authenticity,done,batch_354,2026-09-24T06:52:14-07:00
spain_2023_identity_centralism,done,batch_354,2026-09-24T06:52:14-07:00
spain_2023_identity_europe,done,batch_354,2026-09-24T06:52:14-07:00
spain_2023_identity_identification,done,batch_355,2026-09-24T07:05:39-07:00
spain_2023_identity_patriotism,done,batch_355,2026-09-24T07:05:39-07:00
spain_2023_identity_pride,done,batch_355,2026-09-24T07:05:39-07:00
spain_2023_identity_state,done,batch_356,2026-09-24T07:07:52-07:00
spain_2023_identity_territorial,done,batch_356,2026-09-24T07:07:52-07:00
spain_2024_politics_actions,done,batch_356,2026-09-24T07:07:52-07:00
spain_2024_politics_associations,done,batch_357,2026-09-24T07:15:06
spain_2024_politics_beliefs,done,batch_357,2026-09-24T07:15:06
spain_2024_politics_difficulty,done,batch_357,2026-09-24T07:15:06
spain_2024_politics_inperson,done,batch_358,2026-09-24T07:22:47-07:00
spain_2024_politics_online,done,batch_358,2026-09-24T07:22:47-07:00
spain_2024_politics_political,done,batch_358,2026-09-24T07:22:47-07:00
spain_2024_politics_values,done,batch_359,2026-09-24T07:35:00-07:00
spain_2026_elections_campaign,done,batch_359,2026-09-24T07:35:00-07:00
spain_2026_elections_garcia,done,batch_359,2026-09-24T07:35:00-07:00
spain_2026_elections_gavira,done,batch_360,2026-09-24T07:42:36-07:00
spain_2026_elections_leaderscampaign,done,batch_360,2026-09-24T07:42:36-07:00
spain_2026_elections_maillo,done,batch_360,2026-09-24T07:42:36-07:00
spain_2026_elections_montero,done,batch_361,2026-09-24T07:51:09-07:00
spain_2026_elections_moreno,done,batch_361,2026-09-24T07:51:09-07:00
okeke2025_adaptability,done,batch_362,2026-09-24T07:58:33-07:00
okeke2025_ai_usefulness_post,done,batch_362,2026-09-24T07:58:33-07:00
okeke2025_ai_usefulness_pre,done,batch_362,2026-09-24T07:58:33-07:00
okeke2025_cognitive_agility_post,done,batch_363,2026-09-24T08:07:22-07:00
okeke2025_cognitive_agility_pre,done,batch_363,2026-09-24T08:07:22-07:00
okeke2025_decision_accuracy,done,batch_363,2026-09-24T08:07:22-07:00
okeke2025_decision_confidence_post,done,batch_364,2026-09-24T08:14:40-07:00
okeke2025_decision_confidence_pre,done,batch_364,2026-09-24T08:14:40-07:00
okeke2025_response_time,done,batch_364,2026-09-24T08:14:40-07:00
okeke2025_risk_mitigation,done,batch_365,2026-09-24T08:21:48-07:00
spain_2013_services_complaints,done,batch_365,2026-09-24T08:21:48-07:00
spain_2013_services_functioning,done,batch_365,2026-09-24T08:21:48-07:00
spain_2013_services_importance,done,batch_366,2026-09-24T08:30:26-07:00
spain_2013_services_inpersonsat,done,batch_366,2026-09-24T08:30:26-07:00
spain_2013_services_internet,done,batch_366,2026-09-24T08:30:26-07:00
spain_2013_services_internetout,done,batch_367,2026-09-24T08:39:15-07:00
spain_2013_services_offices,done,batch_367,2026-09-24T08:39:15-07:00
spain_2013_services_othercontact,done,batch_367,2026-09-24T08:39:15-07:00
spain_2013_services_purpose,done,batch_368,2026-09-24T08:48:10-07:00
spain_2013_services_services,done,batch_368,2026-09-24T08:48:10-07:00
spain_2016_pain_beliefs,done,batch_368,2026-09-24T08:48:10-07:00
spain_2016_pain_coping,done,batch_369,2026-09-24T09:06:09-07:00
spain_2016_pain_difficulty,done,batch_369,2026-09-24T09:06:09-07:00
spain_2016_pain_effectiveness,done,batch_369,2026-09-24T09:06:09-07:00
spain_2016_pain_fitness,done,batch_370,2026-09-24T09:08:10-07:00
spain_2016_pain_frequency,done,batch_370,2026-09-24T09:08:10-07:00
spain_2016_pain_health,done,batch_370,2026-09-24T09:08:10-07:00
spain_2016_pain_support,done,batch_371,2026-09-24T09:15:07-07:00
spain_2016_pain_wellbeing,done,batch_371,2026-09-24T09:15:07-07:00
spain_2023_science_activities,done,batch_371,2026-09-24T09:15:07-07:00
spain_2023_science_benefits,done,batch_372,2026-09-24T09:23:37-07:00
spain_2023_science_cuts,done,batch_372,2026-09-24T09:23:37-07:00
spain_2023_science_dangers,done,batch_372,2026-09-24T09:23:37-07:00
spain_2023_science_engagement,done,batch_373,2026-09-24T09:31:45-07:00
spain_2023_science_functions,done,batch_373,2026-09-24T09:31:45-07:00
spain_2023_science_future,done,batch_373,2026-09-24T09:31:45-07:00
spain_2023_science_interest,done,batch_374,2026-09-24T09:40:45-07:00
spain_2023_science_science,done,batch_374,2026-09-24T09:40:45-07:00
spain_2023_science_situations,done,batch_374,2026-09-24T09:40:45-07:00
spain_2023_science_technology,done,batch_375,2026-09-24T09:57:01
spain_2023_science_utility,done,batch_375,2026-09-24T09:57:01
spain_2026_love_apps,done,batch_375,2026-09-24T09:57:01
spain_2026_love_association,done,batch_376,2026-09-24T10:09:42-07:00
spain_2026_love_attitudes,done,batch_376,2026-09-24T10:09:42-07:00
spain_2026_love_conceptions,done,batch_376,2026-09-24T10:09:42-07:00
spain_2026_love_desire,done,batch_377,2026-09-24T10:11:45-07:00
spain_2026_love_gestures,done,batch_377,2026-09-24T10:11:45-07:00
spain_2026_love_importance,done,batch_377,2026-09-24T10:11:45-07:00
spain_2026_love_usage,pending,,
