table,check,severity,message,n_rows,n_items,n_participants
EEN_Lacey_2024_Parent,imputed_values*,warn,Item 'anxiety_major' has one resp value accounting for 85% of responses — possible mean imputation.,59456,24,2485
EEN_Lacey_2024_Parent,treat_binary*,warn,treat has non-0/1 values [np.int32(2)],59456,24,2485
EEN_Lacey_2024_Parent,multi_scale*,warn,"Item names suggest 4 subscales (['mh', 'covid', 'counsellor', 'counselling']) — IRW requires separate tables per construct.",59456,24,2485
EEN_Lacey_2024_Parent,resp_scale_mixed,warn,"items span more than one response scale: 9 on 0-1 and 15 on ['1-2', '1-5', '0-2']. IRW requires one table per construct; split before submitting.",59456,24,2485
EEN_Lacey_2024_Parent,name_charset,warn,"table name 'EEN_Lacey_2024_Parent' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",59456,24,2485
EEN_Lacey_2024_Parent,column_order,warn,"columns start ['id', 'treat', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",59456,24,2485
EMSC_Kuan-chin_2023,resp_na,warn,resp has 8 NAs,685,7,99
EMSC_Kuan-chin_2023,imputed_values*,warn,Item 'STN10RES_COLS' has one resp value accounting for 65% of responses — possible mean imputation.,685,7,99
EMSC_Kuan-chin_2023,item_scale_outlier,warn,1 item(s) fall outside the table's 2-5 scale: ['STN10ASE_COLS']. An isolated out-of-range column is usually not an item -- check for an administrative or count field.,685,7,99
EMSC_Kuan-chin_2023,name_charset,warn,"table name 'EMSC_Kuan-chin_2023' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",685,7,99
EMSC_Kuan-chin_2023,sample_floor,warn,"99 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",685,7,99
EWAS_Sanford_2024,dup_id_item,error,1416 duplicate id+item rows with no wave/timepoint/date column,9972,30,482
EWAS_Sanford_2024,multi_scale*,warn,"Item names suggest 5 subscales (['mea', 'sat', 'enri', 'enga']) — IRW requires separate tables per construct.",9972,30,482
EWAS_Sanford_2024,resp_scale_mixed,warn,items span more than one response scale: 20 on 1-6 and 5 on ['1-7']. IRW requires one table per construct; split before submitting.,9972,30,482
EWAS_Sanford_2024,name_charset,warn,"table name 'EWAS_Sanford_2024' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",9972,30,482
EWAS_Sanford_2024_Flourish,name_charset,warn,"table name 'EWAS_Sanford_2024_Flourish' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",3856,8,482
Ellipse_Corssley_2024,dup_id_item,error,71120 duplicate id+item rows with no wave/timepoint/date column,142240,8,8890
Ellipse_Corssley_2024,imputed_values*,warn,Item 'Identifying_Info' has one resp value accounting for 99% of responses — possible mean imputation.,142240,8,8890
Ellipse_Corssley_2024,composite_items*,warn,"1/8 item labels name computed scores (['Overall']) — drop them, or confirm they are real items",142240,8,8890
Ellipse_Corssley_2024,name_charset,warn,"table name 'Ellipse_Corssley_2024' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",142240,8,8890
Ellipse_Corssley_2024,column_order,warn,"columns start ['id', 'rater', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",142240,8,8890
FACES_Spanish_Vegas_2022_FACES,resp_na,warn,resp has 844 NAs,49388,42,1187
FACES_Spanish_Vegas_2022_FACES,name_charset,warn,"table name 'FACES_Spanish_Vegas_2022_FACES' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",49388,42,1187
FACES_Spanish_Vegas_2022_FSS,resp_na,warn,resp has 136 NAs,11824,10,1188
FACES_Spanish_Vegas_2022_FSS,name_charset,warn,"table name 'FACES_Spanish_Vegas_2022_FSS' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",11824,10,1188
FACIT_YOUNT_2021_clinic10,imputed_values*,warn,Item 'clinic10ever1_Anxiety' has one resp value accounting for 70% of responses — possible mean imputation.,10926,18,607
FACIT_YOUNT_2021_clinic10,name_charset,warn,"table name 'FACIT_YOUNT_2021_clinic10' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",10926,18,607
FACIT_YOUNT_2021_clinic10,column_order,warn,"columns start ['id', 'date', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",10926,18,607
FACIT_YOUNT_2021_crqsasx,resp_na,warn,resp has 273 NAs,11887,20,608
FACIT_YOUNT_2021_crqsasx,name_charset,warn,"table name 'FACIT_YOUNT_2021_crqsasx' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",11887,20,608
FACIT_YOUNT_2021_crqsasx,column_order,warn,"columns start ['id', 'date', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",11887,20,608
FACIT_YOUNT_2021_hadsx,imputed_values*,warn,Item 'hadsx14' has one resp value accounting for 76% of responses — possible mean imputation.,8512,14,608
FACIT_YOUNT_2021_hadsx,name_charset,warn,"table name 'FACIT_YOUNT_2021_hadsx' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",8512,14,608
FACIT_YOUNT_2021_hadsx,column_order,warn,"columns start ['id', 'date', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",8512,14,608
FACIT_YOUNT_2021_limitations,resp_na,warn,resp has 10276 NAs,31924,100,608
FACIT_YOUNT_2021_limitations,imputed_values*,warn,Item 'a2_facit2x01' has one resp value accounting for 76% of responses — possible mean imputation.,31924,100,608
FACIT_YOUNT_2021_limitations,multi_scale*,warn,"Item names suggest 2 subscales (['facit', 'a']) — IRW requires separate tables per construct.",31924,100,608
FACIT_YOUNT_2021_limitations,name_charset,warn,"table name 'FACIT_YOUNT_2021_limitations' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",31924,100,608
FACIT_YOUNT_2021_limitations,column_order,warn,"columns start ['id', 'date', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",31924,100,608
FAD_fadplus_goto2021,name_charset,warn,"table name 'FAD_fadplus_goto2021' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",43308,54,802
FAD_fadplus_goto2021,column_order,warn,"columns start ['id', 'age', 'gender']; datastandard.md step 7 writes [id, item, resp] + covariates.",43308,54,802
FEDSP_Trzcinska_2023_MonKnow,dup_id_item,error,2 duplicate id+item rows with no wave/timepoint/date column,396,2,197
FEDSP_Trzcinska_2023_MonKnow,imputed_values*,warn,Item 'c_MonKnow_1' has one resp value accounting for 94% of responses — possible mean imputation.,396,2,197
FEDSP_Trzcinska_2023_MonKnow,name_charset,warn,"table name 'FEDSP_Trzcinska_2023_MonKnow' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",396,2,197
FEDSP_Trzcinska_2023_PRD,resp_na,warn,resp has 2 NAs,988,5,197
FEDSP_Trzcinska_2023_PRD,dup_id_item,error,5 duplicate id+item rows with no wave/timepoint/date column,988,5,197
FEDSP_Trzcinska_2023_PRD,name_charset,warn,"table name 'FEDSP_Trzcinska_2023_PRD' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",988,5,197
FEDSP_Trzcinska_2023_PSPCSA,dup_id_item,warn,1200 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),3564,12,197
FEDSP_Trzcinska_2023_PSPCSA,name_charset,warn,"table name 'FEDSP_Trzcinska_2023_PSPCSA' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",3564,12,197
FEDSP_Trzcinska_2023_SMSD,resp_na,warn,resp has 7 NAs,2567,13,197
FEDSP_Trzcinska_2023_SMSD,dup_id_item,error,13 duplicate id+item rows with no wave/timepoint/date column,2567,13,197
FEDSP_Trzcinska_2023_SMSD,imputed_values*,warn,Item 'p_SMSD_13' has one resp value accounting for 91% of responses — possible mean imputation.,2567,13,197
FEDSP_Trzcinska_2023_SMSD,name_charset,warn,"table name 'FEDSP_Trzcinska_2023_SMSD' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",2567,13,197
FGSIS_Berzeviczy_2018,imputed_values*,warn,Item 'Q11. Have you ever had gynaecological exam?' has one resp value accounting for 61% of responses — possible mean imputation.,1693,10,170
FGSIS_Berzeviczy_2018,resp_scale_mixed,warn,items span more than one response scale: 6 on 1-4 and 3 on ['0-1']. IRW requires one table per construct; split before submitting.,1693,10,170
FGSIS_Berzeviczy_2018,name_charset,warn,"table name 'FGSIS_Berzeviczy_2018' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",1693,10,170
FIVPEI_Perrig_2023_AttDiff,multi_scale*,warn,"Item names suggest 3 subscales (['hqi', 'hqs', 'att']) — IRW requires separate tables per construct.",32571,21,1551
FIVPEI_Perrig_2023_AttDiff,name_charset,warn,"table name 'FIVPEI_Perrig_2023_AttDiff' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",32571,21,1551
FIVPEI_Perrig_2023_IMI,name_charset,warn,"table name 'FIVPEI_Perrig_2023_IMI' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",10857,7,1551
FIVPEI_Perrig_2023_PENS,name_charset,warn,"table name 'FIVPEI_Perrig_2023_PENS' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",32571,21,1551
FIVPEI_Perrig_2023_PXI,name_charset,warn,"table name 'FIVPEI_Perrig_2023_PXI' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",51183,33,1551
Fh_Okcsr_Roos_2022_study1_Feeling_Heard,resp_na,warn,resp has 14744 NAs,8148,106,194
Fh_Okcsr_Roos_2022_study1_Feeling_Heard,dup_id_item,error,2328 duplicate id+item rows with no wave/timepoint/date column,8148,106,194
Fh_Okcsr_Roos_2022_study1_Feeling_Heard,imputed_values*,warn,Item 'Q3.14_16' has one resp value accounting for 95% of responses — possible mean imputation.,8148,106,194
Fh_Okcsr_Roos_2022_study1_Feeling_Heard,item_scale_outlier,warn,"4 item(s) fall outside the table's 1-5 scale: ['Q3.11', 'Q3.12', 'Q4.12', 'Q5.12']. An isolated out-of-range column is usually not an item -- check for an administrative or count field.",8148,106,194
Fh_Okcsr_Roos_2022_study1_Feeling_Heard,name_charset,warn,"table name 'Fh_Okcsr_Roos_2022_study1_Feeling_Heard' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",8148,106,194
Fh_Okcsr_Roos_2022_study2_Feeling_Heard,resp_na,warn,resp has 8000 NAs,32854,102,1000
Fh_Okcsr_Roos_2022_study2_Feeling_Heard,imputed_values*,warn,Item 'Q12.1_4' has one resp value accounting for 99% of responses — possible mean imputation.,32854,102,1000
Fh_Okcsr_Roos_2022_study2_Feeling_Heard,resp_scale_mixed,warn,items span more than one response scale: 45 on 1-7 and 23 on ['1-9']. IRW requires one table per construct; split before submitting.,32854,102,1000
Fh_Okcsr_Roos_2022_study2_Feeling_Heard,name_charset,warn,"table name 'Fh_Okcsr_Roos_2022_study2_Feeling_Heard' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",32854,102,1000
GART_Grolig_2020,imputed_values*,warn,Item 'Agatha.Christie' has one resp value accounting for 82% of responses — possible mean imputation.,9000,75,120
GART_Grolig_2020,name_charset,warn,"table name 'GART_Grolig_2020' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",9000,75,120
GART_Grolig_2020,column_order,warn,"columns start ['id', 'age', 'gender']; datastandard.md step 7 writes [id, item, resp] + covariates.",9000,75,120
GBJW_fadplus_goto2021,name_charset,warn,"table name 'GBJW_fadplus_goto2021' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",5614,7,802
GBJW_fadplus_goto2021,column_order,warn,"columns start ['id', 'age', 'gender']; datastandard.md step 7 writes [id, item, resp] + covariates.",5614,7,802
HEARD_Roch_2022_COPE,resp_na,warn,resp has 193 NAs,14207,24,600
HEARD_Roch_2022_COPE,imputed_values*,warn,Item 'COPE04_T1' has one resp value accounting for 97% of responses — possible mean imputation.,14207,24,600
HEARD_Roch_2022_COPE,name_charset,warn,"table name 'HEARD_Roch_2022_COPE' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",14207,24,600
HEARD_Roch_2022_IDSS,resp_na,warn,resp has 8 NAs,7192,12,600
HEARD_Roch_2022_IDSS,imputed_values*,warn,Item 'IDSS07_T1' has one resp value accounting for 63% of responses — possible mean imputation.,7192,12,600
HEARD_Roch_2022_IDSS,name_charset,warn,"table name 'HEARD_Roch_2022_IDSS' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",7192,12,600
HEARD_Roch_2022_K6,resp_na,warn,resp has 16 NAs,3584,6,600
HEARD_Roch_2022_K6,imputed_values*,warn,Item 'KESS06_T1' has one resp value accounting for 68% of responses — possible mean imputation.,3584,6,600
HEARD_Roch_2022_K6,name_charset,warn,"table name 'HEARD_Roch_2022_K6' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",3584,6,600
HEARD_Roch_2022_SWLPWI,imputed_values*,warn,Item 'PWI08_T1' has one resp value accounting for 84% of responses — possible mean imputation.,4800,8,600
HEARD_Roch_2022_SWLPWI,name_charset,warn,"table name 'HEARD_Roch_2022_SWLPWI' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",4800,8,600
