source,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,10.1371/journal.pone.0189543,Chinese version of the Perceived Stress Scale-10: A psychometric study in Chinese university students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0189543,cc-by,good,"Passed (no errors); 3 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Stress scale retest list and results.   https://doi.org/10.1",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0189543_S1_Table.xlsx,3474,129,27,0.9974,1
plos,10.1371/journal.pone.0291052,"Changes in anxiety and depression levels and meat intake following recognition of low genetic risk for high body mass index, triglycerides, and lipoproteins: A randomized controlled trial",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0291052,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its  Supporting Information  files.,,,,,,,
plos,10.1371/journal.pone.0079109,Depression in Atrial Fibrillation in the General Population,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0079109,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0220608,A prospective study of the factors associated with life quality during medical internship,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0220608,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The authors cannot make this study's raw data publicly available due to restrictions imposed by the study's informed consent from participants in this study, which has been approved by the National Taiwan University Hospital Institutional Review Board. Data are available from the Institutional Revie",,,,,,,
plos,10.1371/journal.pone.0319070,"Association of tobacco use with depressive symptoms in adults: Considerations of symptom severity, symptom clusters, and sex",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0319070,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,We used data from 2005 to 2018 cycles of NHANES which is publicly available via  https://www.cdc.gov/nchs/nhanes/index.htm . The statistical analysis plan and analytic code that supports the findings of this study are available in the supplementary materials.,,,,,,,
plos,10.1371/journal.pone.0147775,Trajectory Pathways for Depressive Symptoms and Their Associated Factors in a Chinese Primary Care Cohort by Growth Mixture Modelling,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0147775,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Please note that the data cannot be made available in the manuscript, in the supplemental files, or in a public repository due to ethical restrictions as the data set contains patients’ personal information, identifiers and clinical data. To request the data, please contact the corresponding author ",,,,,,,
plos,10.1371/journal.pone.0313961,The trajectory of anxiety and depressive symptoms and the impact of self-injury: A longitudinal 12-month cohort study of individuals with psychiatric symptoms,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0313961,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,Data contain sensitive information and is not publicly available due to national (Swedish) and EU legislation. Data can be shared with other researchers following a reasonable request and after obtaining approval from the Swedish Ethical Review Authority (contact via  registrator@etikprovning.se ). ,,,,,,,
plos,10.1371/journal.pone.0284948,"Female genital lichen sclerosus is connected with a higher depression rate, decreased sexual quality of life and diminished work productivity",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0284948,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5281/zenodo.7782999,We stored our data in the open access repository Zenodo. The DOI to access our data is  10.5281/zenodo.7782999 .,https://doi.org/10.5281/zenodo.7782999,,,,,,
plos,10.1371/journal.pone.0232459,"Utility of TEMPS-A in differentiation between major depressive disorder, bipolar I disorder, and bipolar II disorder",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0232459,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Data cannot be shared publicly because of Ethics Committee restriction. All relevant data are within the paper. Data are available from the Internal Review Board of the Department of Psychiatry, Tokyo Medical University (Japan)(contact via email:  seisinka@tokyo-med.ac.jp ) for researchers who meet ",,,,,,,
plos,10.1371/journal.pone.0263091,Burden and risk factors for antenatal depression and its effect on preterm birth in South Asia: A population-based cohort study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0263091,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.6084/m9.figshare.16606805,All relevant data have been uploaded to Figshare and are available at DOI:  10.6084/m9.figshare.16606805 .,https://doi.org/10.6084/m9.figshare.16606805,,,,,,
plos,10.1371/journal.pone.0201163,Implementation of a psychosocial support package for people receiving treatment for multidrug-resistant tuberculosis in Nepal: A feasibility and acceptability study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0201163,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The written consent we obtained from patients did not include making the data publicly available. We are ethically bound therefore to restrict access to our data. The University of Leeds (UK) Medical Research Ethics Committee (Approval number: HSLTM/11/026) and the Nepal Health Research Council (App,,,,,,,
plos,10.1371/journal.pone.0230839,Bright light therapy for depressive symptoms in hospitalized cardiac patients: A randomized controlled pilot trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0230839,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0284090,The use of culturally adapted and translated depression screening questionnaires with South Asian haemodialysis patients in England,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0284090,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.18745/DS.26081,"""Data supporting this publication can be obtained from the University of Hertfordshire Research Archive ( https://doi.org/10.18745/DS.26081 ).""",https://doi.org/10.18745/DS.26081,,,,,,
plos,10.1371/journal.pone.0203797,"Low prevalence of depressive symptoms among stable patients on antiretroviral therapy in Johannesburg, South Africa",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0203797,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The clinical and demographic information from this study are owned by the study site and National Department of Health (South Africa) and governed by the Human Research Ethics Committee (University of Witwatersrand, Johannesburg, South Africa). The full data are available from the Health Economics a",,,,,,,
plos,10.1371/journal.pone.0234188,Depression and suicidal behavior in LGB and heterosexual populations in Serbia and their differences: Cross-sectional study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0234188,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript.,,,,,,,
plos,10.1371/journal.pone.0297976,"Vitamin B12 deficiency and neuropsychiatric symptoms in Lebanon: A cross-sectional study of vegans, vegetarians, and omnivores",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0297976,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Participant number', 'Do you consent to your data being used under the conditions listed above?', 'Gender', 'Age', 'Governorate (current residence)', 'Marital status', 'Highest educational level', 'Employment status', 'If you have a job, select the bes",All the data are available in the  supporti Information .,,journal.pone.0297976_S1_File.xlsx,,,,,0
plos,10.1371/journal.pone.0331454,A remote care navigation solution associated with improved utilization and outcomes of mental healthcare: A nationwide cohort study in the USA,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0331454,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The data in this study comprises personal health information that is considered highly sensitive and confidential. Thus these data are available upon request for researchers based upon compliance with legal, regulatory, confidentiality, and patient privacy requirements. Please contact the Yale Human",,,,,,,
