source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,irw_file,n_other_files
figshare, The correlations between the Big five personality traits and Anxiety and Depression scores.,https://plos.figshare.com/articles/dataset/The_correlations_between_the_Big_five_personality_traits_and_Anxiety_and_Depression_scores_/29638023,10.1371/journal.pone.0321373.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Characteristics</b>', 'Unnamed: 1', '<b>BAI total</b>', '<b>BDI total</b>', '<b>extroversion</b>', '<b>conscientiousness</b>', '<b>agreeableness</b>', '<b>openness</b>', '<b>neuroticism</b>', '<b>age</b>', '<b>Income</b>', '<b>school grades</b>']",,,,,Table 2.xls,,0.0
figshare,"Overview of questionnaires. BRS, Brief resilience scale; FLZ<sup>M</sup>, Questions on life satisfaction modules; HADS, Hospital anxiety and depression scale; HS1, Hypothetical scenario - increased AD dementia risk; HS2, Hypothetical scenario – standard AD dementia risk; MMSE, Mini-mental state examination; SCDQ, Subjective cognitive decline questionnaire; UCLA, University of California Los Angeles.",https://plos.figshare.com/articles/dataset/Overview_of_questionnaires_BRS_Brief_resilience_scale_FLZ_sup_M_sup_Questions_on_life_satisfaction_modules_HADS_Hospital_anxiety_and_depression_scale_HS1_Hypothetical_scenario_-_increased_AD_dementia_risk_HS2_Hypothetical_scenario_standard_/29584398,10.1371/journal.pone.0319868.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Questionnaires</b>', '<b>Groups a-d</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', '<b>Group e</b>']",,,,,Table 3.xls,,0.0
figshare,"Table 2_Slow-paced breathing reduces anxiety and enhances midfrontal alpha asymmetry, buffering responses to aversive visual stimuli.xlsx",https://frontiersin.figshare.com/articles/dataset/Table_2_Slow-paced_breathing_reduces_anxiety_and_enhances_midfrontal_alpha_asymmetry_buffering_responses_to_aversive_visual_stimuli_xlsx/29556089,10.3389/fnhum.2025.1605862.s002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Supplementary Table S1. IAPS image numbers used in the study.', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4']",,,,,"Table 2_Slow-paced breathing reduces anxiety and enhances midfrontal alpha asymmetry, buffering responses to aversive visual stimuli.xlsx",,0.0
dataverse,"Replication Data for ""THE EFFECT OF MINDFULNESS-BASED INTERVENTIONS ON STRESS AND ANXIETY OF EMPLOYMENT IN COLLEGE STUDENTS’ CHINA""",https://doi.org/10.7910/DVN/NWFMVE,10.7910/dvn/nwfmve,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,pls-sem_bootstrap_wendy.xlsx,,1.0
figshare,Table 1_Promoting the wellbeing of the whole person: a within-subjects mixed-methods study exploring the effects of the flourishing intervention among individuals with depressive symptoms.xlsx,https://frontiersin.figshare.com/articles/dataset/Table_1_Promoting_the_wellbeing_of_the_whole_person_a_within-subjects_mixed-methods_study_exploring_the_effects_of_the_flourishing_intervention_among_individuals_with_depressive_symptoms_xlsx/29364761,10.3389/fpsyt.2025.1532843.s001,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Summary of the Flourishing Intervention topics for each session of the protocol.', 'Unnamed: 1']",,,,,Table 1_Promoting the wellbeing of the whole person: a within-subjects mixed-methods study exploring the effects of the flourishing intervention among.xlsx,,0.0
figshare,"HCWs with symptoms of depression, anxiety or PTSDs categorized by clinical cut-off scores.",https://plos.figshare.com/articles/dataset/HCWs_with_symptoms_of_depression_anxiety_or_PTSDs_categorized_by_clinical_cut-off_scores_/29294763,10.1371/journal.pmen.0000333.s004,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Categories according to clinical cut-off values', 'Nov 2020', 'Dec 2020', 'May 2021', 'Dec 2021', 'Mar 2023']",,,,,pmen.0000333.s004.xlsx,,0.0
figshare,Subjects’ characteristics by their depression status according to the nine-item Center for Epidemiological Studies Depression Scale (CES-D) among elder population in China.,https://plos.figshare.com/articles/dataset/Subjects_characteristics_by_their_depression_status_according_to_the_nine-item_Center_for_Epidemiological_Studies_Depression_Scale_CES-D_among_elder_population_in_China_/29258296,10.1371/journal.pone.0325595.t001,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variables</b>', '<b>Without depression <i>n</i> (%)</b>', '<b>With depression <i>n</i> (%)</b>', '<b><i>P</i></b>']",,,,,Table 1.xls,,0.0
figshare,"Summary statistics of number of posts considered per user, number of users conditioned on depression intensity, and frequencies of the scores.",https://plos.figshare.com/articles/dataset/Summary_statistics_of_number_of_posts_considered_per_user_number_of_users_conditioned_on_depression_intensity_and_frequencies_of_the_scores_/29248082,10.1371/journal.pdig.0000848.t001,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Mean</b>', '<b>Median</b>', '<b>Std</b>']",,,,,Table 1.xls,,0.0
figshare,"Comparison of dyspnea severity, health status, Hospital Anxiety and Depression Scale Results between groups.",https://plos.figshare.com/articles/dataset/Comparison_of_dyspnea_severity_health_status_Hospital_Anxiety_and_Depression_Scale_Results_between_groups_/29121094,10.1371/journal.pone.0324480.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Good sleep quality<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>(n: 68)</b>', '<b>Poor sleep quality<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w",,,,,Table 3.xls,,0.0
figshare,"Unstandardized beta values and adjusted odds ratios as derived from bootstrapped backward multivariable linear and logistic regression models examining associated characteristics of a composite measure of anxiety, depression and post-traumatic stress and a positive screen on the GAD-7, PHQ-9 and PCL-C.",https://plos.figshare.com/articles/dataset/Unstandardized_beta_values_and_adjusted_odds_ratios_as_derived_from_bootstrapped_backward_multivariable_linear_and_logistic_regression_models_examining_associated_characteristics_of_a_composite_measure_of_anxiety_depression_and_post-traumat/29077489,10.1371/journal.pone.0323362.t006,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Composite measure</b>', 'Unnamed: 2', 'Unnamed: 3', '<b>GAD-7</b>', 'Unnamed: 5', 'Unnamed: 6', '<b>PHQ-9</b>', 'Unnamed: 8', 'Unnamed: 9', '<b>PCL-C</b>', 'Unnamed: 11', 'Unnamed: 12']",,,,,Table 6.xls,,0.0
figshare,"Standardized beta values and associated statistics as derived from univariable and backward multivariable linear regression models examining associated characteristics of a composite measure of anxiety, depression and post-traumatic stress as measured with the GAD-7, PHQ-9 and PCL-C.",https://plos.figshare.com/articles/dataset/Standardized_beta_values_and_associated_statistics_as_derived_from_univariable_and_backward_multivariable_linear_regression_models_examining_associated_characteristics_of_a_composite_measure_of_anxiety_depression_and_post-traumatic_stress_a/29077477,10.1371/journal.pone.0323362.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Univariable analyses</b>', 'Unnamed: 2', 'Unnamed: 3', '<b>Multivariable analyses<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>(incomplete data: n&#8201;=&#8201;830)</b>', 'Unname",,,,,Table 2.xls,,0.0
figshare,Summary of outcome measures. GAS: Goal Attainment Scale; HADS: Hospital Anxiety and Depression Scale; MRI: Magnetic Resonance Imaging; PSQI: Pittsburgh Sleep Quality Index; SF-36: 36-item Short Form Survey.,https://plos.figshare.com/articles/dataset/Summary_of_outcome_measures_GAS_Goal_Attainment_Scale_HADS_Hospital_Anxiety_and_Depression_Scale_MRI_Magnetic_Resonance_Imaging_PSQI_Pittsburgh_Sleep_Quality_Index_SF-36_36-item_Short_Form_Survey_/28907286,10.1371/journal.pone.0322588.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Outcomes</b>', '<b>Time point</b>', '<b>Measurement definition</b>']",,,,,Table 2.xls,,0.0
figshare,PHQ-9 individual item responses by group for women with prevalent depression.,https://plos.figshare.com/articles/dataset/PHQ-9_individual_item_responses_by_group_for_women_with_prevalent_depression_/28906233,10.1371/journal.pone.0322536.t005,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Control</b>', '<b>Antepartum</b>', '<b>Postpartum</b>', '<b>ASD<sup>1</sup></b>']",,,,,Table 5.xls,,0.0
figshare,Anxiety and depression scores by study group.,https://plos.figshare.com/articles/dataset/Anxiety_and_depression_scores_by_study_group_/28894879,10.1371/journal.pone.0302114.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Total<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>n = 214</b>', '<b>Uncomplicated<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">",,,,,Table 2.xls,,0.0
figshare,Study timeline according to SPIRIT Statement. BMQ: Beliefs about Medicines Questionnaire; CERQ-27: Cognitive emotion regulation questionnaire-27; COWAT: Verbal Fluency Test; GAD-7: Generalized Anxiety Disorder-7; GSRS: Group Session Rating Scale; IACTA: Inventory of Cognitive Activity in Anxiety Disorders; MCQ-NB: Metacognitions Questionnaire-Negative Beliefs subscale; PHQ-15: Patient Health Questionnaire-15; PHQ-9: Patient Health Questionnaire-9; PHQ-PD: Patient Health Questionnaire-Panic Disorder; PSWQ-A: Penn State Worry Questionnaire-Abbreviated; ROFC: Rey-Osterrieth Complex Figure Test; RRS-B: Ruminative Responses Scale-Brooding subscale; SPWB: Psychological Wellbeing Scale; SDS: Sheehan Disability Scale; TAVEC: Spain-Complutense Verbal Learning Test; TD-CBT: transdiagnostic cognitive-behavioural therapy; TMT: Trail Making Test; WAI-P: Working Alliance Inventory Patient Form; WAIS-IV: Letters and Numbers subtest; WHOQOL-BREF: WHO Quality of Life scale-Brief version.,https://plos.figshare.com/articles/dataset/Study_timeline_according_to_SPIRIT_Statement_BMQ_Beliefs_about_Medicines_Questionnaire_CERQ-27_Cognitive_emotion_regulation_questionnaire-27_COWAT_Verbal_Fluency_Test_GAD-7_Generalized_Anxiety_Disorder-7_GSRS_Group_Session_Rating_Scale_IACT/28820077,10.1371/journal.pone.0320857.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>PRINCIPAL STUDY PERIOD</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 12']",,,,,Table 2.xls,,0.0
figshare,Overview of the Assessment Measures. BMQ: Beliefs about Medicines Questionnaire; CERQ-27: Cognitive emotion regulation questionnaire-27; COWAT: Verbal Fluency Test; GAD-7: Generalized Anxiety Disorder-7; GSRS: Group Session Rating Scale; IACTA: Inventory of Cognitive Activity in Anxiety Disorders; MCQ-NB: Metacognitions Questionnaire-Negative Beliefs subscale; PHQ-15: Patient Health Questionnaire-15; PHQ-9: Patient Health Questionnaire-9; PHQ-PD: Patient Health Questionnaire-Panic Disorder; PSWQ-A: Penn State Worry Questionnaire-Abbreviated; ROFC: Rey-Osterrieth Complex Figure Test; RRS-B: Ruminative Responses Scale-Brooding subscale; SPWB: Psychological Wellbeing Scale; SDS: Sheehan Disability Scale; TAVEC: Spain-Complutense Verbal Learning Test; TD-CBT: transdiagnostic cognitive-behavioural therapy; TMT: Trail Making Test; WAI-P: Working Alliance Inventory Patient Form; WAIS-IV: Letters and Numbers subtest; WHOQOL-BREF: WHO Quality of Life scale-Brief version.,https://plos.figshare.com/articles/dataset/Overview_of_the_Assessment_Measures_BMQ_Beliefs_about_Medicines_Questionnaire_CERQ-27_Cognitive_emotion_regulation_questionnaire-27_COWAT_Verbal_Fluency_Test_GAD-7_Generalized_Anxiety_Disorder-7_GSRS_Group_Session_Rating_Scale_IACTA_Invento/28820074,10.1371/journal.pone.0320857.t001,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Domain</b>', '<b>Measure</b>', '<b>Reference</b>']",,,,,Table 1.xls,,0.0
figshare,Change in STAI scores after counseling.,https://plos.figshare.com/articles/dataset/Change_in_STAI_scores_after_counseling_/28764497,10.1371/journal.pone.0294168.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Pre counseling STAI</b>', '<b>Post counseling STAI</b>']",,,,,Table 3.xls,,0.0
figshare,Linear regressions predicting generalized anxiety symptoms (sum score on the GAD – 7).,https://plos.figshare.com/articles/dataset/Linear_regressions_predicting_generalized_anxiety_symptoms_sum_score_on_the_GAD_7_/28670829,10.1371/journal.pone.0318453.t004,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Baseline</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', '<b>One-month Follow-up</b>', 'Unnamed: 6', 'Unnamed: 7', '<b>Three-month Follow-up</b>', 'Unnamed: 9', 'Unnamed: 10', '<b>Twelve-month Follow-up</b>', 'Unnamed: 12', 'Unnamed: 13']",,,,,Table 4.xls,,0.0
figshare,"Correlation analysis between BDI, BAI and VOCI scores and number of visit within a year for all patients (N = 129).",https://plos.figshare.com/articles/dataset/Correlation_analysis_between_BDI_BAI_and_VOCI_scores_and_number_of_visit_within_a_year_for_all_patients_N_129_/28487811,10.1371/journal.pone.0319168.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b></b>.1', '<b>BDI</b>', '<b>BAI</b>', '<b>VOCI</b>']",,,,,Table 3.xls,,0.0
