source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files
dataverse,Selected personality data from the SAPA-Project: 01Jan2023 to 12Jan2024,https://doi.org/10.7910/DVN/3BTT82,10.7910/dvn/3btt82,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0
dataverse,Selected personality data from the SAPA-Project: 01Jan2022 to 31Dec2022,https://doi.org/10.7910/DVN/BVF52I,10.7910/dvn/bvf52i,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0
dataverse,Selected personality data from the SAPA-Project: 01Jan2021 to 31Dec2021,https://doi.org/10.7910/DVN/JOGYUD,10.7910/dvn/jogyud,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0
dataverse,Selected personality data from the SAPA-Project: 01Jan2020 to 31Dec2020,https://doi.org/10.7910/DVN/YOEEDQ,10.7910/dvn/yoeedq,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0
dataverse,Selected personality data from the SAPA-Project: 01Jan2019 to 31Dec2019,https://doi.org/10.7910/DVN/FUUB2Q,10.7910/dvn/fuub2q,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0
dataverse,Selected personality data from the SAPA-Project: 01Jan2018 to 31Dec2018,https://doi.org/10.7910/DVN/7A9YMV,10.7910/dvn/7a9ymv,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0
dataverse,Selected personality data from the SAPA-Project: 07Feb2017 to 31Dec2017,https://doi.org/10.7910/DVN/PNGUT5,10.7910/dvn/pngut5,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0
figshare,Items that significantly violate monotonicity in the revised Dutch NEO personality inventory data set at an <i>α</i> of .000208.,https://plos.figshare.com/articles/dataset/Items_that_significantly_violate_monotonicity_in_the_revised_Dutch_NEO_personality_inventory_data_set_at_an_i_i_of_000208_/28445930,10.1371/journal.pone.0317144.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Item</b>', '<b><i>p</i></b>', '<b>Deviance</b>']",,,,,Table 2.xls,0.0
figshare,Items that significantly violate monotonicity in the revised NEO personality inventory (Eugene springfield sample) at an <i>α</i> of .000208.,https://plos.figshare.com/articles/dataset/Items_that_significantly_violate_monotonicity_in_the_revised_NEO_personality_inventory_Eugene_springfield_sample_at_an_i_i_of_000208_/28445927,10.1371/journal.pone.0317144.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Item</b>', '<b><i>p</i></b>', '<b>Deviance</b>']",,,,,Table 1.xls,0.0
osf,Personality Structure and Self-Regulation in NEET Young Adults: A HEXACO-Based Analysis.,https://osf.io/j2unx/,,60bf992258510b0009a5a9a6,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Parola', 'Codice'] | license_unknown* — license '60bf992258510b0009a5a9a6' not recognised as open; verify before submission",,,,,hexaco_questions_2.xlsx,2.0
osf,"Dark Personality Traits, Norm Commitment and Violations of the Five Moral Foundations (DuNoMor)",https://osf.io/4h8z6/,,563c1cf88c5e4a3877f9e96a,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Care/Harm', 'Fairness/Cheating', 'Loyalty/Betrayal', 'Authority/Subversion', 'Sanctity/Degradation'] | license_unknown* — license '563c1cf88c5e4a3877f9e96a' not recognised as open; verify before submission",,,,,Moral Foundations Itemzuordnung.xlsx,0.0
figshare,Correlation matrix showing the relationships between phronesis network components and personality (HEXACO and dark tetrad).,https://plos.figshare.com/articles/dataset/Correlation_matrix_showing_the_relationships_between_phronesis_network_components_and_personality_HEXACO_and_dark_tetrad_/28257431,10.1371/journal.pone.0317842.t013,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Phronesis Component</b>', '<b>Honesty-Humility</b>', '<b>Negative Emotion</b>', '<b>Extraversion</b>', '<b>Agreeableness</b>', '<b>Conscientiousness</b>', '<b>Openness</b>', '<b>Machiavellianism</b>', '<b>Narcissism</b>', '<b>Psychopathy</b>', '<b>S",,,,,Table 13.xls,0.0
figshare,Self-report resiliency measures summary and psychometric properties.,https://plos.figshare.com/articles/dataset/Self-report_resiliency_measures_summary_and_psychometric_properties_/28133740,10.1371/journal.pone.0292502.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Measure</b>', '<b>Content and example of Questions</b>', '<b>Clinical Utility</b>', '<b>Psychometric Properties</b>', 'Unnamed: 4']",,,,,Table 2.xls,0.0
dataverse,Replication Data for: How street-level bureaucrats’ traits affect community leaders' assessments of the government,https://doi.org/10.7910/DVN/3F1RGQ,10.7910/dvn/3f1rgq,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Variable', 'Definition']",,,,,Codebook.xlsx,12.0
figshare,Exploratory factor analysis of the A-MAAS scale (N = 242).,https://plos.figshare.com/articles/dataset/Exploratory_factor_analysis_of_the_A-MAAS_scale_N_242_/28011283,10.1371/journal.pone.0310272.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Communality</b>']",,,,,Table 3.xls,0.0
figshare,Multivariate analysis of personality traits associated with psychotropic medication non-adherence among people with mental illness at KIU-TH and JRRH (controlling for potential confounders).,https://plos.figshare.com/articles/dataset/Multivariate_analysis_of_personality_traits_associated_with_psychotropic_medication_non-adherence_among_people_with_mental_illness_at_KIU-TH_and_JRRH_controlling_for_potential_confounders_/27903473,10.1371/journal.pone.0302350.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Characteristic</b>', '<b>Bivariate analysis</b>', 'Unnamed: 2', 'Unnamed: 3', '<b></b>', '<b>Multivariate analysis</b>', '<b></b>.1']",,,,,Table 5.xls,0.0
figshare,"Pearson correlations between psychometric subscales, together with PCA factor loadings.",https://plos.figshare.com/articles/dataset/Pearson_correlations_between_psychometric_subscales_together_with_PCA_factor_loadings_/27891706,10.1371/journal.pone.0313619.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'EQsc', 'EQwc', 'EQeat', 'EQres', 'BSQ', 'BDI', 'RSE', 'SQfam', 'SQpeer', 'SQmedia', 'SQathl', 'PC1', 'PC2', 'PC3']",,,,,Table 3.xls,0.0
figshare,"Descriptive statistics for the global sample and for the no-distress, anxiety, and anxious depression subgroups.",https://plos.figshare.com/articles/dataset/Descriptive_statistics_for_the_global_sample_and_for_the_no-distress_anxiety_and_anxious_depression_subgroups_/27326223,10.1371/journal.pmen.0000098.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Global sample</b>', '<b>No distress</b>', '<b>Anxiety</b>', '<b>Anxious depression</b>', '<b>Test statistic</b>']",,,,,Table 1.xls,0.0
figshare,Descriptive statistics: Effort-Reward-Imbalance Questionnaire (ERI) and Copenhagen Psychosocial Questionnaire (COPSOQ) subscales.,https://plos.figshare.com/articles/dataset/Descriptive_statistics_Effort-Reward-Imbalance_Questionnaire_ERI_and_Copenhagen_Psychosocial_Questionnaire_COPSOQ_subscales_/27096272,10.1371/journal.pone.0310819.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Min—Max</b>', '<b>Female</b>', 'Unnamed: 3', '<b>Male</b>', 'Unnamed: 5', '<b>Total</b>', 'Unnamed: 7']",,,,,Table 2.xls,0.0
dataverse,Affective attachment or partisanship? Categorizing lasting electoral support for a populist platform,https://doi.org/10.7910/DVN/EU0CEB,10.7910/dvn/eu0ceb,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Información de variable', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Valores de variable', 'Unnamed: 6', 'Unnamed: 7']",,,,,Lastingpopulistsupport_Encuesta_7oct2023_Quito_Codebook.xlsx,2.0
figshare,Exploring Young Adults Decision-Making & Emotion Regulation Ability,https://data.ncl.ac.uk/articles/dataset/Exploring_Young_Adults_Decision-Making_Emotion_Regulation_Ability/26933005,10.25405/data.ncl.26933005.v1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Auto-scorer for the Perth measures: Version 1.0']",,,,,CopyofPerth_measures_autoscoring-Updated-20-11-2018.xlsx,1.0
dataverse,"Replication Data for: ""Taking Teacher Evaluation to Scale: The Effect of State Reforms on Achievement and Attainment""",https://doi.org/10.7910/DVN/EHBGOW,10.7910/dvn/ehbgow,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Prior Mean', 'Prior St. Dev', 'Prior Variance', 'Point Estimate', 'Variance of Estimate', 'N', 'Unnamed: 6', 'Posterior Mean ', 'Posterior Variance', 'Posterior Standard Deviation', 't value']",,,,,Bayesian Analysis.xlsx,1.0
figshare,Associations between cognitive–behavioral characteristics and statuses of depression and IGD using multinomial logistic regression.,https://plos.figshare.com/articles/dataset/Associations_between_cognitive_behavioral_characteristics_and_statuses_of_depression_and_IGD_using_multinomial_logistic_regression_/26257058,10.1371/journal.pone.0304715.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Cognitive-behavioral variables</b>', '<b>Likelihood Relative to Healthy group</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', '<b>Likelihood Relative to Comorbidity group</b>', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', '",,,,,Table 4.xls,0.0
figshare,Associations between sociodemographic characteristics and statuses of depression and IGD using multinomial logistic regression.,https://plos.figshare.com/articles/dataset/Associations_between_sociodemographic_characteristics_and_statuses_of_depression_and_IGD_using_multinomial_logistic_regression_/26257049,10.1371/journal.pone.0304715.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Sociodemographic variable</b>', '<b>Likelihood Relative to Healthy group</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6']",,,,,Table 2.xls,0.0
figshare,"Comparison of socio–demographic, mental disorders, and cognitive–behavioral variables between different condition groups.",https://plos.figshare.com/articles/dataset/Comparison_of_socio_demographic_mental_disorders_and_cognitive_behavioral_variables_between_different_condition_groups_/26257046,10.1371/journal.pone.0304715.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Independent variables</b>', '<b>Total (N = 3147)</b>', '<b>IGD group (N = 141)</b>', '<b>Depression group (N = 1133)</b>', '<b>Comorbidity group (N = 321)</b>', '<b>Healthy group (N = 1525)</b>', '<b>P-value</b>']",,,,,Table 1.xls,0.0
figshare,"Factors associated with depression, anxiety, and stress among participants using multinomial logistic regression.",https://plos.figshare.com/articles/dataset/Factors_associated_with_depression_anxiety_and_stress_among_participants_using_multinomial_logistic_regression_/26100700,10.1371/journal.pone.0304338.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>AOR</b>', '<b>95% CI</b>', 'Unnamed: 3', '<b>P value</b>']",,,,,Table 4.xls,0.0
figshare,Summary of results of bivariate analysis of study variables with three Depression Anxiety Stress Scale (DASS-21) sub-scale scores.,https://plos.figshare.com/articles/dataset/Summary_of_results_of_bivariate_analysis_of_study_variables_with_three_Depression_Anxiety_Stress_Scale_DASS-21_sub-scale_scores_/26100697,10.1371/journal.pone.0304338.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Study variable<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break></b>', '<b>Depression</b>', '<b>Anxiety</b>', '<b>Stress</b>']",,,,,Table 3.xls,0.0
figshare,Analysis of mediating effects of physical exercise and physical self-esteem.,https://plos.figshare.com/articles/dataset/Analysis_of_mediating_effects_of_physical_exercise_and_physical_self-esteem_/26099339,10.1371/journal.pone.0304977.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Type of effect</b>', '<b>Efficacy value</b>', '<b>Boot SE</b>', '<b>Boot LLCI</b>', '<b>Boot ULCI</b>']",,,,,Table 3.xls,0.0
