table,DOI__for_paper_,Reference_x,URL__for_data_,Derived_License,Description,BibTex
pact_project,NA,"Vaughn, S., Swanson, E., Roberts, G., Martinez, L., Wanzek, J., Simmons, D., Clemens, N., & Fogarty, M. (2021). PACT8 2011-2012, PACT8 2012-2013, PACT11 2011-2012, PACT11 2012-2013, Vocabulary and Comprehension (VoCO) Project [datasets]. LDbase. http://ldbase.org/datasets/7a353ad7-4859-47a0-8aad-000889fed91a",https://ldbase.org/projects/130f6e77-0cd1-428d-b9d5-1e412a2a0f45,CC BY 4.0,"Data from the Promoting Adolescents' Comprehension of Text Project, in which 7 - 12 grade students respond to item to gauge the role of cognitive processes, motivation, engagement, etc to improve reading comprehension","@misc{vaughn2021pact8,
  author = {Vaughn, Sharon and Swanson, Elizabeth and Roberts, Greg and Martinez, Leticia and Wanzek, Jeanne and Simmons, Deborah and Clemens, Nathan and Fogarty, Melissa},
  title = {PACT8 2011-2012, PACT8 2012-2013, PACT11 2011-2012, PACT11 2012-2013, Vocabulary and Comprehension {(VoCO)} Project},
  year = {2021},
  howpublished = {LDbase},
  url = {http://ldbase.org/datasets/7a353ad7-4859-47a0-8aad-000889fed91a}
}"
gilbert_meta_47,10.17605/OSF.IO/4P8HZ,https://peerj.com/articles/15499/,https://osf.io/4p8hz/?view_only=,CC BY 4.0,Math in an RCT,"@misc{https://doi.org/10.17605/osf.io/4p8hz,
  doi = {10.17605/OSF.IO/4P8HZ},
  url = {https://osf.io/4p8hz/},
  author = {Glatz, Toivo},
  keywords = {Game-based learning, GraphoGame, Dyslexia, Randomized intervention},
  language = {en},
  title = {Open Data of a cluster-randomized trial of GraphoGame-NL in Groningen, The Netherlands and Ghent, Belgium},
  publisher = {Open Science Framework},
  year = {2023},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
gilbert_meta_46,10.17605/OSF.IO/4P8HZ,https://peerj.com/articles/15499/,https://osf.io/4p8hz/?view_only=,CC BY 4.0,Language in an RCT,"@misc{https://doi.org/10.17605/osf.io/4p8hz,
  doi = {10.17605/OSF.IO/4P8HZ},
  url = {https://osf.io/4p8hz/},
  author = {Glatz, Toivo},
  keywords = {Game-based learning, GraphoGame, Dyslexia, Randomized intervention},
  language = {en},
  title = {Open Data of a cluster-randomized trial of GraphoGame-NL in Groningen, The Netherlands and Ghent, Belgium},
  publisher = {Open Science Framework},
  year = {2023},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
QADT_Kleka_2023,NA,"Kleka, P. (2024, March 4). Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT). Retrieved from osf.io/6vqp3",https://osf.io/6vqp3/,CC BY 4.0,Attainment of Developmental Tasks,"@misc{kleka_2024,
  author = {Kleka, Pawel},
  title = {Achieving mental wellness in school-aged children: {Validating} a questionnaire to measure developmental task completion ({QADT})},
  year = {2024},
  month = {mar},
  url = {https://osf.io/6vqp3},
  note = {Retrieved March 4, 2024}
}"
FGSIS_Berzeviczy_2018,10.17605/OSF.IO/7MGXK,NA,https://osf.io/7mgxk/,CC BY 4.0,Female genital self-image,"@article{https://doi.org/10.17605/osf.io/7mgxk,
  doi = {10.17605/OSF.IO/7MGXK},
  url = {https://osf.io/7mgxk/},
  author = {Berzeviczy, Katalin and Branney, Peter},
  title = {Assessing the validity and reliability of Female Genital Self-Image Scale in a UK population of healthy women over twenty},
  publisher = {Open Science Framework},
  year = {2022},
  copyright = {CC-By Attribution 4.0 International}
}
"
VSOCFP_Sebo_2024,10.17605/OSF.IO/PJ5MR,"Sebo, P. (2024, January 27). Validation of the sense of coherence (SOC) scale in a French population. https://doi.org/10.17605/OSF.IO/PJ5MR","https://osf.io/pj5mr/

",CC BY 4.0,Sense of Coherence,"@article{https://doi.org/10.17605/osf.io/pj5mr,
  doi = {10.17605/OSF.IO/PJ5MR},
  url = {https://osf.io/pj5mr/},
  author = {Sebo, Paul},
  title = {Validation of the sense of coherence (SOC) scale in a French population},
  publisher = {OSF},
  year = {2024}
}
"
mbft_anunciacao_2024,NA,"Anunciacao, L. (2024, December 13). Personality - Murray and Big five theory. Retrieved from osf.io/wkzan",https://osf.io/wkzan/,CC BY 4.0,Murray Needs Theory and Big Five Theory,"@misc{anunciacao2024personality,
  author       = {Anunciacao, L.},
  title        = {Personality - Murray and Big Five Theory},
  year         = {2024},
  month        = {December 13},
  note         = {Retrieved from \url{https://osf.io/wkzan}}
}
"
gilbert_meta_9,10.3886/E113634V1,"Hidrobo, M., Peterman, A., & Heise, L. (2016). The effect of cash, vouchers, and food transfers on intimate partner violence: evidence from a randomized experiment in Northern Ecuador. American Economic Journal: Applied Economics, 8(3), 284-303.

Hidrobo, Melissa, Peterman, Amber, and Heise, Lori. Replication data for: The Effect of Cash, Vouchers, and Food Transfers on Intimate Partner Violence: Evidence from a Randomized Experiment in Northern Ecuador. Nashville, TN: American Economic Association [publisher], 2016. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2019-10-12. https://doi.org/10.3886/E113634V1",https://www.openicpsr.org/openicpsr/project/113634/version/V1/view,CC BY 4.0,Scale related to intimate partner violence,"@misc{https://doi.org/10.3886/e113634v1,
  doi = {10.3886/E113634V1},
  url = {https://www.openicpsr.org/openicpsr/project/113634/version/V1/view},
  author = {Hidrobo, Melissa and Peterman, Amber and Heise, Lori},
  title = {Replication data for: The Effect of Cash, Vouchers, and Food Transfers on Intimate Partner Violence: Evidence from a Randomized Experiment in Northern Ecuador},
  publisher = {ICPSR - Interuniversity Consortium for Political and Social Research},
  year = {2016}
}
"
gilbert_meta_6,10.3886/E116339V1,"Bruhn, M., de Souza Leão, L., Legovini, A., Marchetti, R., & Zia, B. (2016). The impact of high school financial education: Evidence from a large-scale evaluation in Brazil. American Economic Journal: Applied Economics, 8(4), 256-295.

Bruhn, Miriam, Leão, Luciana de Souza, Legovini, Arianna, Marchetti, Rogelio, and Zia, Bilal. Replication data for: The Impact of High School Financial Education: Evidence from a Large-Scale Evaluation in Brazil. Nashville, TN: American Economic Association [publisher], 2016. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2019-12-07. https://doi.org/10.3886/E116339V1",https://www.openicpsr.org/openicpsr/project/116339/version/V1/view,CC BY 4.0,Student financial proficiency,"@misc{https://doi.org/10.3886/e116339v1,
  doi = {10.3886/E116339V1},
  url = {https://www.openicpsr.org/openicpsr/project/116339/version/V1/view},
  author = {Bruhn, Miriam and Leão, Luciana De Souza and Legovini, Arianna and Marchetti, Rogelio and Zia, Bilal},
  title = {Replication data for: The Impact of High School Financial Education: Evidence from a Large-Scale Evaluation in Brazil},
  publisher = {ICPSR - Interuniversity Consortium for Political and Social Research},
  year = {2016}
}
"
gilbert_meta_43,10.3886/E174781V1,"Hussam, R., Kelley, E. M., Lane, G., & Zahra, F. (2022). The psychosocial value of employment: Evidence from a refugee camp. American Economic Review, 112(11), 3694-3724.

Hussam, Reshmaan, Kelley, Erin, Lane, Gregory, and Zahra, Fatima. Data and Code for: THE PSYCHOSOCIAL VALUE OF EMPLOYMENT: EVIDENCE FROM A REFUGEE CAMP. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-10-19. https://doi.org/10.3886/E174781V1",https://www.openicpsr.org/openicpsr/project/174781/version/V1/view?path=/openicpsr/174781/fcr:versions/V1&type=project,CC BY 4.0,Cognitive testing in an RCT,"@misc{https://doi.org/10.3886/e174781v1,
  doi = {10.3886/E174781V1},
  url = {https://www.openicpsr.org/openicpsr/project/174781/version/V1/view},
  author = {Hussam, Reshmaan and Kelley, Erin and Lane, Gregory and Zahra, Fatima},
  keywords = {RCT, Employment, Refugees},
  language = {en},
  title = {Data and Code for: THE PSYCHOSOCIAL VALUE OF EMPLOYMENT: EVIDENCE FROM A REFUGEE CAMP},
  publisher = {ICPSR - Interuniversity Consortium for Political and Social Research},
  year = {2022}
}
"
gilbert_meta_42,10.3886/E174781V1,"Hussam, R., Kelley, E. M., Lane, G., & Zahra, F. (2022). The psychosocial value of employment: Evidence from a refugee camp. American Economic Review, 112(11), 3694-3724.

Hussam, Reshmaan, Kelley, Erin, Lane, Gregory, and Zahra, Fatima. Data and Code for: THE PSYCHOSOCIAL VALUE OF EMPLOYMENT: EVIDENCE FROM A REFUGEE CAMP. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-10-19. https://doi.org/10.3886/E174781V1",https://www.openicpsr.org/openicpsr/project/174781/version/V1/view?path=/openicpsr/174781/fcr:versions/V1&type=project,CC BY 4.0,Mental health in an RCT,"@misc{https://doi.org/10.3886/e174781v1,
  doi = {10.3886/E174781V1},
  url = {https://www.openicpsr.org/openicpsr/project/174781/version/V1/view},
  author = {Hussam, Reshmaan and Kelley, Erin and Lane, Gregory and Zahra, Fatima},
  keywords = {RCT, Employment, Refugees},
  language = {en},
  title = {Data and Code for: THE PSYCHOSOCIAL VALUE OF EMPLOYMENT: EVIDENCE FROM A REFUGEE CAMP},
  publisher = {ICPSR - Interuniversity Consortium for Political and Social Research},
  year = {2022}
}
"
gilbert_meta_21,10.3886/E182542V1,"Davenport, J. L., Kao, Y. S., Johannes, K. N., Hornburg, C. B., & McNeil, N. M. (2023). Improving children’s understanding of mathematical equivalence: An efficacy study. Journal of Research on Educational Effectiveness, 16(4), 615-642.

Davenport, Jodi, McNeil, Nicole, and Kao, Yvonne. Improving Children’s Understanding of Mathematical Equivalence: An Efficacy Study. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-10-27. https://doi.org/10.3886/E182542V1",https://www.openicpsr.org/openicpsr/project/182542/version/V1/view,CC BY 4.0,Math data from students in an RCT,"@misc{https://doi.org/10.3886/e182542v1,
  doi = {10.3886/E182542V1},
  url = {https://www.openicpsr.org/openicpsr/project/182542/version/V1/view},
  author = {Davenport, Jodi and McNeil, Nicole and Kao, Yvonne},
  language = {en},
  title = {Improving Children's Understanding of Mathematical Equivalence: An Efficacy Study},
  publisher = {ICPSR - Interuniversity Consortium for Political and Social Research},
  year = {2022}
}
"
gilbert_meta_34,10.3886/E191402V1,"Angelucci, M., & Bennett, D. (2024). The economic impact of depression treatment in india: Evidence from community-based provision of pharmacotherapy. American economic review, 114(1), 169-198.

Bennett, Daniel, and Angelucci, Manuela. Data and Code for “The Economic Impact of Depression Treatment in India: Evidence from Community-Based Provision of Pharmacotherapy.” Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-12-22. https://doi.org/10.3886/E191402V1",https://www.openicpsr.org/openicpsr/project/191402/version/V1/view;jsessionid=6E50DB4C0401D1864B919C722E0B530E,CC BY 4.0,Depression in an RCT,"@misc{https://doi.org/10.3886/e191402v1,
  doi = {10.3886/E191402V1},
  url = {https://www.openicpsr.org/openicpsr/project/191402/version/V1/view},
  author = {Bennett, Daniel and Angelucci, Manuela},
  keywords = {Depression, Health, Poverty},
  language = {en},
  title = {Data and Code for ""The Economic Impact of Depression Treatment in India: Evidence from Community-Based Provision of Pharmacotherapy""},
  publisher = {ICPSR - Interuniversity Consortium for Political and Social Research},
  year = {2023}
}
"
gilbert_meta_12,10.7910/DVN/HQEMN6,"Kim, J. S., Relyea, J. E., Burkhauser, M. A., Scherer, E., & Rich, P. (2021). Improving elementary grade students’ science and social studies vocabulary knowledge depth, reading comprehension, and argumentative writing: A conceptual replication. Educational Psychology Review, 1-30.

Kim, James; Relyea, Jackie Eunjung; Burkhauser, Mary A.; Scherer, Ethan; Rich, Patrick, 2021, ""Replication Data for: Improving Elementary Grade Students’ Science and Social Studies Vocabulary Knowledge Depth, Reading Comprehension, and Argumentative Writing: A Conceptual Replication"", https://doi.org/10.7910/DVN/HQEMN6, Harvard Dataverse, V1, UNF:6:fM1zIBl88IKxt400zYOJag== [fileUNF]",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HQEMN6,CC BY-NC-SA 4.0,Vocabulary test following a literacy intervention for grade 2 students,"@misc{https://doi.org/10.7910/dvn/hqemn6,
  doi = {10.7910/DVN/HQEMN6},
  url = {https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HQEMN6},
  author = {Kim, James and Relyea, Jackie Eunjung and Burkhauser, Mary A. and Scherer, Ethan and Rich, Patrick},
  keywords = {Social Sciences, Replication, Content literacy intervention, Randomized control trial, Science vocabulary knowledge depth, Social studies vocabulary knowledge depth, Reading comprehension, Argumentative writing},
  title = {Replication Data for: Improving Elementary Grade Students’ Science and Social Studies Vocabulary Knowledge Depth, Reading Comprehension, and Argumentative Writing: A Conceptual Replication},
  publisher = {Harvard Dataverse},
  year = {2021}
}
"
gilbert_meta_10,10.7910/DVN/HQEMN6,"Kim, J. S., Relyea, J. E., Burkhauser, M. A., Scherer, E., & Rich, P. (2021). Improving elementary grade students’ science and social studies vocabulary knowledge depth, reading comprehension, and argumentative writing: A conceptual replication. Educational Psychology Review, 1-30.

Kim, James; Relyea, Jackie Eunjung; Burkhauser, Mary A.; Scherer, Ethan; Rich, Patrick, 2021, ""Replication Data for: Improving Elementary Grade Students’ Science and Social Studies Vocabulary Knowledge Depth, Reading Comprehension, and Argumentative Writing: A Conceptual Replication"", https://doi.org/10.7910/DVN/HQEMN6, Harvard Dataverse, V1, UNF:6:fM1zIBl88IKxt400zYOJag== [fileUNF]",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HQEMN6,CC BY-NC-SA 4.0,Reading self-concept following a literacy intervention,"@misc{https://doi.org/10.7910/dvn/hqemn6,
  doi = {10.7910/DVN/HQEMN6},
  url = {https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HQEMN6},
  author = {Kim, James and Relyea, Jackie Eunjung and Burkhauser, Mary A. and Scherer, Ethan and Rich, Patrick},
  keywords = {Social Sciences, Replication, Content literacy intervention, Randomized control trial, Science vocabulary knowledge depth, Social studies vocabulary knowledge depth, Reading comprehension, Argumentative writing},
  title = {Replication Data for: Improving Elementary Grade Students’ Science and Social Studies Vocabulary Knowledge Depth, Reading Comprehension, and Argumentative Writing: A Conceptual Replication},
  publisher = {Harvard Dataverse},
  year = {2021}
}
"
gilbert_meta_11,10.7910/DVN/HQEMN6,"Kim, J. S., Relyea, J. E., Burkhauser, M. A., Scherer, E., & Rich, P. (2021). Improving elementary grade students’ science and social studies vocabulary knowledge depth, reading comprehension, and argumentative writing: A conceptual replication. Educational Psychology Review, 1-30.

Kim, James; Relyea, Jackie Eunjung; Burkhauser, Mary A.; Scherer, Ethan; Rich, Patrick, 2021, ""Replication Data for: Improving Elementary Grade Students’ Science and Social Studies Vocabulary Knowledge Depth, Reading Comprehension, and Argumentative Writing: A Conceptual Replication"", https://doi.org/10.7910/DVN/HQEMN6, Harvard Dataverse, V1, UNF:6:fM1zIBl88IKxt400zYOJag== [fileUNF]",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HQEMN6,CC BY-NC-SA 4.0,Vocabulary test following a literacy intervention for grade 1 students,"@misc{https://doi.org/10.7910/dvn/hqemn6,
  doi = {10.7910/DVN/HQEMN6},
  url = {https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HQEMN6},
  author = {Kim, James and Relyea, Jackie Eunjung and Burkhauser, Mary A. and Scherer, Ethan and Rich, Patrick},
  keywords = {Social Sciences, Replication, Content literacy intervention, Randomized control trial, Science vocabulary knowledge depth, Social studies vocabulary knowledge depth, Reading comprehension, Argumentative writing},
  title = {Replication Data for: Improving Elementary Grade Students’ Science and Social Studies Vocabulary Knowledge Depth, Reading Comprehension, and Argumentative Writing: A Conceptual Replication},
  publisher = {Harvard Dataverse},
  year = {2021}
}
"
