table,collection,basis
EEN_Lacey_2024_Parent,rct,rule:var:treat
evans_2023_vaccination_norms,rct,rule:var:treat
evans_2023_vaccine_hesitancy,rct,rule:var:treat
gerber_2022_eas_temperament,rct,rule:var:treat
gerber_2022_selfesteem,rct,rule:var:treat
gilbert_meta_1,rct,rule:var:treat
gilbert_meta_10,rct,rule:var:treat
gilbert_meta_100,rct,rule:var:treat
gilbert_meta_101,rct,rule:var:treat
gilbert_meta_102,rct,rule:var:treat
gilbert_meta_103,rct,rule:var:treat
gilbert_meta_104,rct,rule:var:treat
gilbert_meta_105,rct,rule:var:treat
gilbert_meta_106,rct,rule:var:treat
gilbert_meta_107,rct,rule:var:treat
gilbert_meta_108,rct,rule:var:treat
gilbert_meta_109,rct,rule:var:treat
gilbert_meta_11,rct,rule:var:treat
gilbert_meta_110,rct,rule:var:treat
gilbert_meta_111,rct,rule:var:treat
gilbert_meta_112,rct,rule:var:treat
gilbert_meta_113,rct,rule:var:treat
gilbert_meta_12,rct,rule:var:treat
gilbert_meta_13,rct,rule:var:treat
gilbert_meta_14,rct,rule:var:treat
gilbert_meta_15,rct,rule:var:treat
gilbert_meta_16,rct,rule:var:treat
gilbert_meta_17,rct,rule:var:treat
gilbert_meta_18,rct,rule:var:treat
gilbert_meta_19,rct,rule:var:treat
gilbert_meta_2,rct,rule:var:treat
gilbert_meta_20,rct,rule:var:treat
gilbert_meta_21,rct,rule:var:treat
gilbert_meta_22,rct,rule:var:treat
gilbert_meta_23,rct,rule:var:treat
gilbert_meta_24,rct,rule:var:treat
gilbert_meta_25,rct,rule:var:treat
gilbert_meta_26,rct,rule:var:treat
gilbert_meta_27,rct,rule:var:treat
gilbert_meta_28,rct,rule:var:treat
gilbert_meta_29,rct,rule:var:treat
gilbert_meta_30,rct,rule:var:treat
gilbert_meta_31,rct,rule:var:treat
gilbert_meta_32,rct,rule:var:treat
gilbert_meta_33,rct,rule:var:treat
gilbert_meta_34,rct,rule:var:treat
gilbert_meta_35,rct,rule:var:treat
gilbert_meta_36,rct,rule:var:treat
gilbert_meta_37,rct,rule:var:treat
gilbert_meta_38,rct,rule:var:treat
gilbert_meta_39,rct,rule:var:treat
gilbert_meta_4,rct,rule:var:treat
gilbert_meta_40,rct,rule:var:treat
gilbert_meta_41,rct,rule:var:treat
gilbert_meta_42,rct,rule:var:treat
gilbert_meta_43,rct,rule:var:treat
gilbert_meta_44,rct,rule:var:treat
gilbert_meta_45,rct,rule:var:treat
gilbert_meta_46,rct,rule:var:treat
gilbert_meta_47,rct,rule:var:treat
gilbert_meta_48,rct,rule:var:treat
gilbert_meta_49,rct,rule:var:treat
gilbert_meta_5,rct,rule:var:treat
gilbert_meta_50,rct,rule:var:treat
gilbert_meta_51,rct,rule:var:treat
gilbert_meta_52,rct,rule:var:treat
gilbert_meta_53,rct,rule:var:treat
gilbert_meta_54,rct,rule:var:treat
gilbert_meta_55,rct,rule:var:treat
gilbert_meta_56,rct,rule:var:treat
gilbert_meta_57,rct,rule:var:treat
gilbert_meta_58,rct,rule:var:treat
gilbert_meta_59,rct,rule:var:treat
gilbert_meta_6,rct,rule:var:treat
gilbert_meta_60,rct,rule:var:treat
gilbert_meta_61,rct,rule:var:treat
gilbert_meta_62,rct,rule:var:treat
gilbert_meta_63,rct,rule:var:treat
gilbert_meta_64,rct,rule:var:treat
gilbert_meta_65,rct,rule:var:treat
gilbert_meta_66,rct,rule:var:treat
gilbert_meta_67,rct,rule:var:treat
gilbert_meta_68,rct,rule:var:treat
gilbert_meta_69,rct,rule:var:treat
gilbert_meta_7,rct,rule:var:treat
gilbert_meta_70,rct,rule:var:treat
gilbert_meta_71,rct,rule:var:treat
gilbert_meta_72,rct,rule:var:treat
gilbert_meta_73,rct,rule:var:treat
gilbert_meta_74,rct,rule:var:treat
gilbert_meta_75,rct,rule:var:treat
gilbert_meta_76,rct,rule:var:treat
gilbert_meta_77,rct,rule:var:treat
gilbert_meta_78,rct,rule:var:treat
gilbert_meta_79,rct,rule:var:treat
gilbert_meta_8,rct,rule:var:treat
gilbert_meta_80,rct,rule:var:treat
gilbert_meta_81,rct,rule:var:treat
gilbert_meta_82,rct,rule:var:treat
gilbert_meta_83,rct,rule:var:treat
gilbert_meta_84,rct,rule:var:treat
gilbert_meta_85,rct,rule:var:treat
gilbert_meta_86,rct,rule:var:treat
gilbert_meta_87,rct,rule:var:treat
gilbert_meta_88,rct,rule:var:treat
gilbert_meta_89,rct,rule:var:treat
gilbert_meta_9,rct,rule:var:treat
gilbert_meta_90,rct,rule:var:treat
gilbert_meta_91,rct,rule:var:treat
gilbert_meta_92,rct,rule:var:treat
gilbert_meta_93,rct,rule:var:treat
gilbert_meta_94,rct,rule:var:treat
gilbert_meta_95,rct,rule:var:treat
gilbert_meta_96,rct,rule:var:treat
gilbert_meta_97,rct,rule:var:treat
gilbert_meta_98,rct,rule:var:treat
gilbert_meta_99,rct,rule:var:treat
identity_fusion_gomez_2025,rct,rule:var:treat
itemrandom_buchanan_2018_LPQ,rct,rule:var:treat
itemrandom_buchanan_2018_PIL,rct,rule:var:treat
knight_2026_crt,rct,rule:var:treat
okeke2025_adaptability,rct,rule:var:treat
okeke2025_ai_usefulness_post,rct,rule:var:treat
okeke2025_ai_usefulness_pre,rct,rule:var:treat
okeke2025_cognitive_agility_post,rct,rule:var:treat
okeke2025_cognitive_agility_pre,rct,rule:var:treat
okeke2025_decision_accuracy,rct,rule:var:treat
okeke2025_decision_confidence_post,rct,rule:var:treat
okeke2025_decision_confidence_pre,rct,rule:var:treat
okeke2025_response_time,rct,rule:var:treat
okeke2025_risk_mitigation,rct,rule:var:treat
okoro_2022_interest_inventory,rct,rule:var:treat
opentsstvr_linnig_2025_ssq,rct,rule:var:treat
opentsstvr_linnig_2025_vas,rct,rule:var:treat
opentsstvr_linnig_2025_vrexperience,rct,rule:var:treat
pact_project,rct,rule:var:treat
roelen_2020_dietary_diversity,rct,rule:var:treat
roelen_2020_k6,rct,rule:var:treat
roelen_2020_rses,rct,rule:var:treat
santos_2018_cesd,rct,rule:var:treat
santos_2018_gse,rct,rule:var:treat
schalet_2016_bai,rct,rule:var:treat
schalet_2016_hrsa,rct,rule:var:treat
schalet_2016_hrsd,rct,rule:var:treat
simard_2018_epm_behavior,rct,rule:var:treat
threat_isler_2024_exp1_cog_crt,rct,rule:var:treat
threat_isler_2024_exp1_cog_panas,rct,rule:var:treat
threat_isler_2024_exp1_incentive_crt,rct,rule:var:treat
threat_isler_2024_exp1_incentive_panas,rct,rule:var:treat
threat_isler_2024_exp2_cog_crt,rct,rule:var:treat
threat_isler_2024_exp2_cog_panas,rct,rule:var:treat
threat_isler_2024_exp2_picture_crt,rct,rule:var:treat
threat_isler_2024_exp2_picture_panas,rct,rule:var:treat
threat_isler_2024_exp3_cog_panas,rct,rule:var:treat
threat_isler_2024_exp4_cog_crt,rct,rule:var:treat
threat_isler_2024_exp4_cog_panas,rct,rule:var:treat
wekker_2018_mfsq,rct,rule:var:treat
wolters2026_css,rct,rule:var:treat
wolters2026_panas_na,rct,rule:var:treat
wolters2026_panas_pa,rct,rule:var:treat
wolters2026_symptom_concerns,rct,rule:var:treat
wolters2026_wi,rct,rule:var:treat
cdm_pisa00R,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
content_literacy_intervention_g1,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
florida_twins_read,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gcbs_brotherton_2013_vcl,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_10,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_102,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_103,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_11,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_12,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_2,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_41,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_56,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_7,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_74,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_78,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_8,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
gilbert_meta_80,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
himmelstein-shipley_vocabulary-2025,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
KanjiOAHaS_Inoue_2024,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
margaretto_2025_translation_study_1_lextale,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
margaretto_2025_translation_study_1_readingcomprehension,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
margaretto_2025_translation_study_1_vocabulary_1,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
margaretto_2025_translation_study_1_vocabulary_2,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
margaretto_2025_translation_study_1_vocabulary_3,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
margaretto_2025_translation_study_2_lextale,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
margaretto_2025_translation_study_2_readingcomprehension,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
margaretto_2025_translation_study_2_vocabulary_full,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
mturkddm_lexical,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
previc_bohn2023,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
project_kids_tosrec,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
project_kids_wj_pv_grade,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
project_kids_wj_pv_wave,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
project_kids_wj_spell_grade,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
quopl2_forster_2021_elfe,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
quopl2_forster_2021_quop,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
rmet_higgins_2022_rmet,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
roar_gijbels2024,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
roar_lexical,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
spalex_aguasvivas_2020,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
spelling_assessment_study1,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
spelling_assessment_study2,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
vermeiren_2022_nd,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
vermeiren_2022_rf,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
vermeiren_2022_vocab,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
vocab_assessment_3_to_8_year_old_children,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
vocabulary_iq,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
western_reserve_project,reading_vocab,rule:cname:read(ing)?\b|vocab|lexical|spelling
alcoholstroop_jones2024,response_time,rule:var:rt
an_2020_efl_self_regulated,response_time,rule:var:rt
artistic_preferences,response_time,rule:var:rt
blum_2018_imak_bin,response_time,rule:var:rt
brain_hemisphere,response_time,rule:var:rt
broadband_inventories,response_time,rule:var:rt
chess_lnirt,response_time,rule:var:rt
childrensocialcognition_cvencek_2025_flowerinsectattitude,response_time,rule:var:rt
childrensocialcognition_cvencek_2025_genderidentity,response_time,rule:var:rt
childrensocialcognition_cvencek_2025_genderingroupbias,response_time,rule:var:rt
childrensocialcognition_cvencek_2025_mathgenderstereotype,response_time,rule:var:rt
cogcontrol_gyurkovics_2019_flanker,response_time,rule:var:rt
cogcontrol_gyurkovics_2019_mwprobe,response_time,rule:var:rt
cogcontrol_gyurkovics_2019_sart,response_time,rule:var:rt
cogcontrol_gyurkovics_2019_simon,response_time,rule:var:rt
credentialform_lnirt,response_time,rule:var:rt
dd_rotation,response_time,rule:var:rt
depression_anxiety_stress,response_time,rule:var:rt
DMCT_Addis_2020_MCT,response_time,rule:var:rt
duolingo_en_es__listen,response_time,rule:var:rt
duolingo_en_es__reverse_tap,response_time,rule:var:rt
duolingo_en_es__reverse_translate,response_time,rule:var:rt
duolingo_es_en__listen,response_time,rule:var:rt
duolingo_es_en__reverse_tap,response_time,rule:var:rt
duolingo_es_en__reverse_translate,response_time,rule:var:rt
duolingo_fr_en__listen,response_time,rule:var:rt
duolingo_fr_en__reverse_tap,response_time,rule:var:rt
duolingo_fr_en__reverse_translate,response_time,rule:var:rt
eammi_grahe_2018_american_dream,response_time,rule:var:rt
eammi_grahe_2018_belong,response_time,rule:var:rt
eammi_grahe_2018_disability_identity,response_time,rule:var:rt
eammi_grahe_2018_efficacy,response_time,rule:var:rt
eammi_grahe_2018_exploit,response_time,rule:var:rt
eammi_grahe_2018_idea,response_time,rule:var:rt
eammi_grahe_2018_marriage_attitudes,response_time,rule:var:rt
eammi_grahe_2018_marriage_identity_allocation,response_time,rule:var:rt
eammi_grahe_2018_mindful,response_time,rule:var:rt
eammi_grahe_2018_moa1,response_time,rule:var:rt
eammi_grahe_2018_moa2,response_time,rule:var:rt
eammi_grahe_2018_npi,response_time,rule:var:rt
eammi_grahe_2018_physsx,response_time,rule:var:rt
eammi_grahe_2018_socmedia,response_time,rule:var:rt
eammi_grahe_2018_stress,response_time,rule:var:rt
eammi_grahe_2018_support,response_time,rule:var:rt
eammi_grahe_2018_swb,response_time,rule:var:rt
eammi_grahe_2018_transgressions,response_time,rule:var:rt
ehealth_rioux_2025_abiliti,response_time,rule:var:rt
ehealth_rioux_2025_beam,response_time,rule:var:rt
ehealth_rioux_2025_gad,response_time,rule:var:rt
ehealth_rioux_2025_mssps,response_time,rule:var:rt
ehealth_rioux_2025_pci,response_time,rule:var:rt
ehealth_rioux_2025_phq,response_time,rule:var:rt
ehealth_rioux_2025_rse,response_time,rule:var:rt
ehealth_rioux_2025_rses,response_time,rule:var:rt
ehealth_rioux_2025_triplep,response_time,rule:var:rt
emoji_scheffler_2024,response_time,rule:var:rt
enkavi_2019_ant_flanker,response_time,rule:var:rt
enkavi_2019_dpx_axcpt,response_time,rule:var:rt
enkavi_2019_gonogo,response_time,rule:var:rt
enkavi_2019_navon,response_time,rule:var:rt
enkavi_2019_simon,response_time,rule:var:rt
enkavi_2019_stopsignal,response_time,rule:var:rt
enkavi_2019_stroop,response_time,rule:var:rt
enkavi_2019_taskswitch,response_time,rule:var:rt
face_memory_test,response_time,rule:var:rt
famous_melodies,response_time,rule:var:rt
ffm_AGR,response_time,rule:var:rt
ffm_CSN,response_time,rule:var:rt
ffm_EST,response_time,rule:var:rt
ffm_EXT,response_time,rule:var:rt
ffm_OPN,response_time,rule:var:rt
fisher_temperment,response_time,rule:var:rt
fullscaleiq_memory,response_time,rule:var:rt
fullscaleiq_mentalrotation,response_time,rule:var:rt
fullscaleiq_vocab,response_time,rule:var:rt
gcbs_brotherton_2013,response_time,rule:var:rt
geography,response_time,rule:var:rt
gilbert_meta_102,response_time,rule:var:rt
gilbert_meta_103,response_time,rule:var:rt
gilbert_meta_104,response_time,rule:var:rt
gilbert_meta_46,response_time,rule:var:rt
gilbert_meta_47,response_time,rule:var:rt
graphmapping_study1,response_time,rule:var:rt
himmelstein-admc_raw-2025,response_time,rule:var:rt
himmelstein-impossible_question-2025,response_time,rule:var:rt
himmelstein-number_series-2025,response_time,rule:var:rt
hmcdm_spatialreasoning,response_time,rule:var:rt
imps2025_hf,response_time,rule:var:rt
introversion_extroversion,response_time,rule:var:rt
kalimahnorms_alzahrani_2025,response_time,rule:var:rt
KanjiOAHaS_Inoue_2024,response_time,rule:var:rt
knight_2026_crt,response_time,rule:var:rt
machivallianism_test_main,response_time,rule:var:rt
matzke-etal-2019,response_time,rule:var:rt
matzke-experiment1-2022,response_time,rule:var:rt
matzke-experiment2-2022,response_time,rule:var:rt
matzke-experiment3-gamified-2022,response_time,rule:var:rt
matzke-experiment3-standard,response_time,rule:var:rt
megart_tonkovic_2021,response_time,rule:var:rt
mental_health_wang_2024_gad,response_time,rule:var:rt
mental_health_wang_2024_phq,response_time,rule:var:rt
mgkt,response_time,rule:var:rt
moral_absolutism_goyal_2025_dt,response_time,rule:var:rt
moral_absolutism_goyal_2025_mfq,response_time,rule:var:rt
moral_absolutism_goyal_2025_moral,response_time,rule:var:rt
moral_absolutism_goyal_2025_mr,response_time,rule:var:rt
moral_absolutism_goyal_2025_nfc,response_time,rule:var:rt
moral_absolutism_goyal_2025_pp,response_time,rule:var:rt
moral_absolutism_goyal_2025_stance,response_time,rule:var:rt
motion,response_time,rule:var:rt
mturkddm_by,response_time,rule:var:rt
mturkddm_lexical,response_time,rule:var:rt
mturkddm_recognition,response_time,rule:var:rt
mturkddm_y25,response_time,rule:var:rt
much_tte_2025_matrixreasoning,response_time,rule:var:rt
nature_relatedness,response_time,rule:var:rt
nomt_hooper_2024_study2,response_time,rule:var:rt
non_parametric_mixture_modeling_exp1_Cleaned,response_time,rule:var:rt
nonverbal_immediacy,response_time,rule:var:rt
pisa2015_math,response_time,rule:var:rt
pisa2015_read,response_time,rule:var:rt
pisa2015_science,response_time,rule:var:rt
pisa2018_gc,response_time,rule:var:rt
pisa2018_math,response_time,rule:var:rt
pisa2018_read,response_time,rule:var:rt
pisa2018_science,response_time,rule:var:rt
pisa2022_math,response_time,rule:var:rt
pisa2022_read,response_time,rule:var:rt
pisa2022_science,response_time,rule:var:rt
protestant_workethic,response_time,rule:var:rt
quopl2_forster_2021_quop,response_time,rule:var:rt
rapm_poulton_2022_timed,response_time,rule:var:rt
rapm_poulton_2022_untimed,response_time,rule:var:rt
rmet_higgins_2022_rmet,response_time,rule:var:rt
roar_gijbels2024,response_time,rule:var:rt
roar_lexical,response_time,rule:var:rt
rr98_accuracy,response_time,rule:var:rt
sned_bendall_2024,response_time,rule:var:rt
spalex_aguasvivas_2020,response_time,rule:var:rt
spanishmegastudy,response_time,rule:var:rt
teacherjudgements_lohmann_2026_essayratings,response_time,rule:var:rt
test_taking_much_2025_mr,response_time,rule:var:rt
trivia_fastrich_2017,response_time,rule:var:rt
vocab_assessment_3_to_8_year_old_children,response_time,rule:var:rt
vollbracht_et_al_2026_ambulatory_assessment,response_time,rule:var:rt
wilmer-mrmet-normative-data-set-2022,response_time,rule:var:rt
zhang-eye-2022,response_time,rule:var:rt
alsuhibani_2022_sers,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
bang_2023_self_esteem,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
buzgova_2023_rses,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
CV_OASIS_ODSIS_PPE_Novak_2020_RSES,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
EEEDPRM_Bulut_2021,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
FEDSP_Trzcinska_2023_MonKnow,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
FEDSP_Trzcinska_2023_PSPCSA,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
jablonska_2020_rses,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
lhsbrasil_couto_2023_ses,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
narcissism_schneider_2025_study2_rses,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
oxfordcovid_xue_2024_rse,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
personalitychange_kramer_2025_rses,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
prpt_hellmann_2021_selfesteem,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
qi_2025_self_esteem,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
rosenberg_selfesteem,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
sd3ypl_klimczak_2019_ses,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
teq_novak_2021_selfesteem,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
VCISM_Polish_Trzcinska_2023,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
wang_2016_study1_se,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
wang_2016_study3_se,self_esteem,rule:cname:rosenberg|self.?esteem|\brses\b
abdullah_2024_blqol,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
ahmed_2019_wellbeing,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
ALSECYPIAMH_WU_2022_SWEMWBS,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
APFCompact_Ptacek_2024_SWLS,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
buzgova_2023_lsita,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
buzgova_2023_qol,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
c19prc_uk_mcbride_2021_childimpact,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
c19prc_uk_mcbride_2021_wemwbs,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
chakraborty2026_BSPWBA_IRW,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
chile_2023_social-welfare-survey_a,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
cognitive_load_klimova_2023_pwi,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
colombia_2023_politics_wellbeing,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
dudasova_2021_swls,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
eammi_grahe_2018_swb,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
EWAS_Sanford_2024,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
EWAS_Sanford_2024_Flourish,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
fcv19s_hossain_2022_depression,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
gilbert_meta_42,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
gilbert_meta_44,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
HEARD_Roch_2022_SWLPWI,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
jablonska_2020_swls,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
jeilani_2024_psychological_wellbeing,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
jiang_2024_sensewb,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
kepaq_balparda_2021,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
mexico_2023_quality_wellbeing,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
mexico_2023_quality_wellbeingservice,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
narcissism_schneider_2025_study2_swls,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
narcissism_schneider_2025_study2_who,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
oxfordcovid_xue_2024_swemws,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
PEMAIW_Qiu_2020_BWSS,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
PEMAIW_Qiu_2020_DASS,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
PEMAIW_Qiu_2020_FFMQ,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
PEMAIW_Qiu_2020_MEQ,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
PEMAIW_Qiu_2020_MLQ,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
PEMAIW_Qiu_2020_PANAS,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
PEMAIW_Qiu_2020_SWLS,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
PPPASBPNSSedaisw_Pedro_2022_EBSV,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
PROMISPME_Forrest_2021_LS_Children,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
PROMISPME_Forrest_2021_LS_Proxy,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
qi_2025_swls,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
qol_islam_2025,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
scoliosis_dueber,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
SF12_MLCIRTwithin,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
song_2025_lwb,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
song_2025_pwb,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
song_2025_wwb,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
SPQVS_Barnby_2017_WHO,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
swmd_mokken,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
transyouth_leshin_2026_parents_anx,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
transyouth_leshin_2026_parents_dep,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
transyouth_leshin_2026_parents_posaff,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
transyouth_leshin_2026_parents_support,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
transyouth_leshin_2026_youth_anx,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
transyouth_leshin_2026_youth_dep,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
transyouth_leshin_2026_youth_posaff,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
tuason_2021_wellbeing,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
wellbeing_kocar_2025,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
wemwbs_BrummerHoffman_2021,wellbeing,rule:cname:well.?being|life satisfaction|\bswls\b|quality of life|whoqol
