irw_version	irw_released_at	dataset	redivis_tag	redivis_released_at	precision	redivis_released_before
263	2026-07-16T12:29:22Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
263	2026-07-16T12:29:22Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
263	2026-07-16T12:29:22Z	item_response_warehouse_3	v2.1	2026-07-16T12:23:47Z	exact	
263	2026-07-16T12:29:22Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
263	2026-07-16T12:29:22Z	irw_meta	v17.3	2026-06-23T15:24:49Z	exact	
263	2026-07-16T12:29:22Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
263	2026-07-16T12:29:22Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
263	2026-07-16T12:29:22Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
264	2026-07-16T13:03:27Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
264	2026-07-16T13:03:27Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
264	2026-07-16T13:03:27Z	item_response_warehouse_3	v2.1	2026-07-16T12:23:47Z	exact	
264	2026-07-16T13:03:27Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
264	2026-07-16T13:03:27Z	irw_meta	v17.4	2026-07-16T13:03:27Z	exact	
264	2026-07-16T13:03:27Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
264	2026-07-16T13:03:27Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
264	2026-07-16T13:03:27Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
265	2026-07-17T19:33:21Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
265	2026-07-17T19:33:21Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
265	2026-07-17T19:33:21Z	item_response_warehouse_3	v2.2	2026-07-17T19:33:21Z	exact	
265	2026-07-17T19:33:21Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
265	2026-07-17T19:33:21Z	irw_meta	v17.4	2026-07-16T13:03:27Z	exact	
265	2026-07-17T19:33:21Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
265	2026-07-17T19:33:21Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
265	2026-07-17T19:33:21Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
266	2026-07-27T08:56:05Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
266	2026-07-27T08:56:05Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
266	2026-07-27T08:56:05Z	item_response_warehouse_3	v2.3	2026-07-27T08:56:05Z	exact	
266	2026-07-27T08:56:05Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
266	2026-07-27T08:56:05Z	irw_meta	v17.4	2026-07-16T13:03:27Z	exact	
266	2026-07-27T08:56:05Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
266	2026-07-27T08:56:05Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
266	2026-07-27T08:56:05Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
267	2026-07-28T13:43:24Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
267	2026-07-28T13:43:24Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
267	2026-07-28T13:43:24Z	item_response_warehouse_3	v2.3	2026-07-27T08:56:05Z	exact	
267	2026-07-28T13:43:24Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
267	2026-07-28T13:43:24Z	irw_meta	v17.5	2026-07-28T13:43:24Z	exact	
267	2026-07-28T13:43:24Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
267	2026-07-28T13:43:24Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
267	2026-07-28T13:43:24Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
268	2026-07-29T11:36:09Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
268	2026-07-29T11:36:09Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
268	2026-07-29T11:36:09Z	item_response_warehouse_3	v2.4	2026-07-29T11:36:09Z	exact	
268	2026-07-29T11:36:09Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
268	2026-07-29T11:36:09Z	irw_meta	v17.5	2026-07-28T13:43:24Z	exact	
268	2026-07-29T11:36:09Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
268	2026-07-29T11:36:09Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
268	2026-07-29T11:36:09Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
269	2026-07-30T09:25:05Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
269	2026-07-30T09:25:05Z	item_response_warehouse_2	v9.1	2026-07-30T09:25:05Z	exact	
269	2026-07-30T09:25:05Z	item_response_warehouse_3	v2.4	2026-07-29T11:36:09Z	exact	
269	2026-07-30T09:25:05Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
269	2026-07-30T09:25:05Z	irw_meta	v17.5	2026-07-28T13:43:24Z	exact	
269	2026-07-30T09:25:05Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
269	2026-07-30T09:25:05Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
269	2026-07-30T09:25:05Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
270	2026-08-01T10:44:15Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
270	2026-08-01T10:44:15Z	item_response_warehouse_2	v9.1	2026-07-30T09:25:05Z	exact	
270	2026-08-01T10:44:15Z	item_response_warehouse_3	v2.5	2026-08-01T10:44:15Z	exact	
270	2026-08-01T10:44:15Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
270	2026-08-01T10:44:15Z	irw_meta	v17.5	2026-07-28T13:43:24Z	exact	
270	2026-08-01T10:44:15Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
270	2026-08-01T10:44:15Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
270	2026-08-01T10:44:15Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
271	2026-08-01T12:46:20Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
271	2026-08-01T12:46:20Z	item_response_warehouse_2	v9.1	2026-07-30T09:25:05Z	exact	
271	2026-08-01T12:46:20Z	item_response_warehouse_3	v2.6	2026-08-01T12:46:20Z	exact	
271	2026-08-01T12:46:20Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
271	2026-08-01T12:46:20Z	irw_meta	v17.5	2026-07-28T13:43:24Z	exact	
271	2026-08-01T12:46:20Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
271	2026-08-01T12:46:20Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
271	2026-08-01T12:46:20Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
272	2026-08-01T20:55:00Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
272	2026-08-01T20:55:00Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
272	2026-08-01T20:55:00Z	item_response_warehouse_3	v2.6	2026-08-01T12:46:20Z	exact	
272	2026-08-01T20:55:00Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
272	2026-08-01T20:55:00Z	irw_meta	v17.5	2026-07-28T13:43:24Z	exact	
272	2026-08-01T20:55:00Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
272	2026-08-01T20:55:00Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
272	2026-08-01T20:55:00Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
273	2026-08-02T11:44:43Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
273	2026-08-02T11:44:43Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
273	2026-08-02T11:44:43Z	item_response_warehouse_3	v2.7	2026-08-02T11:44:43Z	exact	
273	2026-08-02T11:44:43Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
273	2026-08-02T11:44:43Z	irw_meta	v17.5	2026-07-28T13:43:24Z	exact	
273	2026-08-02T11:44:43Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
273	2026-08-02T11:44:43Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
273	2026-08-02T11:44:43Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
274	2026-08-02T11:51:44Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
274	2026-08-02T11:51:44Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
274	2026-08-02T11:51:44Z	item_response_warehouse_3	v2.7	2026-08-02T11:44:43Z	exact	
274	2026-08-02T11:51:44Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
274	2026-08-02T11:51:44Z	irw_meta	v17.5	2026-07-28T13:43:24Z	exact	
274	2026-08-02T11:51:44Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
274	2026-08-02T11:51:44Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
274	2026-08-02T11:51:44Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
275	2026-08-02T11:51:49Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
275	2026-08-02T11:51:49Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
275	2026-08-02T11:51:49Z	item_response_warehouse_3	v2.7	2026-08-02T11:44:43Z	exact	
275	2026-08-02T11:51:49Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
275	2026-08-02T11:51:49Z	irw_meta	v17.5	2026-07-28T13:43:24Z	exact	
275	2026-08-02T11:51:49Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
275	2026-08-02T11:51:49Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
275	2026-08-02T11:51:49Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
276	2026-08-02T14:29:09Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
276	2026-08-02T14:29:09Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
276	2026-08-02T14:29:09Z	item_response_warehouse_3	v2.7	2026-08-02T11:44:43Z	exact	
276	2026-08-02T14:29:09Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
276	2026-08-02T14:29:09Z	irw_meta	v17.6	2026-08-02T14:29:09Z	exact	
276	2026-08-02T14:29:09Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
276	2026-08-02T14:29:09Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
276	2026-08-02T14:29:09Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
277	2026-08-02T15:01:30Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
277	2026-08-02T15:01:30Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
277	2026-08-02T15:01:30Z	item_response_warehouse_3	v2.7	2026-08-02T11:44:43Z	exact	
277	2026-08-02T15:01:30Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
277	2026-08-02T15:01:30Z	irw_meta	v17.7	2026-08-02T15:01:30Z	exact	
277	2026-08-02T15:01:30Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
277	2026-08-02T15:01:30Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
277	2026-08-02T15:01:30Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
278	2026-08-02T18:14:10Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
278	2026-08-02T18:14:10Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
278	2026-08-02T18:14:10Z	item_response_warehouse_3	v2.7	2026-08-02T11:44:43Z	exact	
278	2026-08-02T18:14:10Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
278	2026-08-02T18:14:10Z	irw_meta	v17.8	2026-08-02T18:14:10Z	exact	
278	2026-08-02T18:14:10Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
278	2026-08-02T18:14:10Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
278	2026-08-02T18:14:10Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
279	2026-08-03T19:48:10Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
279	2026-08-03T19:48:10Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
279	2026-08-03T19:48:10Z	item_response_warehouse_3	v2.8	2026-08-03T19:48:10Z	exact	
279	2026-08-03T19:48:10Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
279	2026-08-03T19:48:10Z	irw_meta	v17.8	2026-08-02T18:14:10Z	exact	
279	2026-08-03T19:48:10Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
279	2026-08-03T19:48:10Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
279	2026-08-03T19:48:10Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
280	2026-08-05T04:14:19Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
280	2026-08-05T04:14:19Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
280	2026-08-05T04:14:19Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
280	2026-08-05T04:14:19Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
280	2026-08-05T04:14:19Z	irw_meta	v17.8	2026-08-02T18:14:10Z	exact	
280	2026-08-05T04:14:19Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
280	2026-08-05T04:14:19Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
280	2026-08-05T04:14:19Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
281	2026-08-10T11:31:28Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
281	2026-08-10T11:31:28Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
281	2026-08-10T11:31:28Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
281	2026-08-10T11:31:28Z	item_response_warehouse_4	v1.0	2026-08-10T11:31:28Z	exact	
281	2026-08-10T11:31:28Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
281	2026-08-10T11:31:28Z	irw_meta	v17.8	2026-08-02T18:14:10Z	exact	
281	2026-08-10T11:31:28Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
281	2026-08-10T11:31:28Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
281	2026-08-10T11:31:28Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
282	2026-08-10T12:02:59Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
282	2026-08-10T12:02:59Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
282	2026-08-10T12:02:59Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
282	2026-08-10T12:02:59Z	item_response_warehouse_4	v1.1	2026-08-10T12:02:59Z	exact	
282	2026-08-10T12:02:59Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
282	2026-08-10T12:02:59Z	irw_meta	v17.8	2026-08-02T18:14:10Z	exact	
282	2026-08-10T12:02:59Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
282	2026-08-10T12:02:59Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
282	2026-08-10T12:02:59Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
283	2026-08-10T12:54:02Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
283	2026-08-10T12:54:02Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
283	2026-08-10T12:54:02Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
283	2026-08-10T12:54:02Z	item_response_warehouse_4	v1.1	2026-08-10T12:02:59Z	exact	
283	2026-08-10T12:54:02Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
283	2026-08-10T12:54:02Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
283	2026-08-10T12:54:02Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
283	2026-08-10T12:54:02Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
283	2026-08-10T12:54:02Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
284	2026-08-11T04:14:05Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
284	2026-08-11T04:14:05Z	item_response_warehouse_2	v9.2	2026-08-01T20:55:00Z	exact	
284	2026-08-11T04:14:05Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
284	2026-08-11T04:14:05Z	item_response_warehouse_4	v1.2	2026-08-11T04:14:05Z	exact	
284	2026-08-11T04:14:05Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
284	2026-08-11T04:14:05Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
284	2026-08-11T04:14:05Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
284	2026-08-11T04:14:05Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
284	2026-08-11T04:14:05Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
285	2026-08-11T12:18:51Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
285	2026-08-11T12:18:51Z	item_response_warehouse_2	v10.0	2026-08-11T12:18:51Z	exact	
285	2026-08-11T12:18:51Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
285	2026-08-11T12:18:51Z	item_response_warehouse_4	v1.2	2026-08-11T04:14:05Z	exact	
285	2026-08-11T12:18:51Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
285	2026-08-11T12:18:51Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
285	2026-08-11T12:18:51Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
285	2026-08-11T12:18:51Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
285	2026-08-11T12:18:51Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
286	2026-08-11T22:57:05Z	item_response_warehouse	v44.0	2026-08-11T22:57:05Z	exact	
286	2026-08-11T22:57:05Z	item_response_warehouse_2	v10.0	2026-08-11T12:18:51Z	exact	
286	2026-08-11T22:57:05Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
286	2026-08-11T22:57:05Z	item_response_warehouse_4	v1.2	2026-08-11T04:14:05Z	exact	
286	2026-08-11T22:57:05Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
286	2026-08-11T22:57:05Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
286	2026-08-11T22:57:05Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
286	2026-08-11T22:57:05Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
286	2026-08-11T22:57:05Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
287	2026-08-11T23:26:10Z	item_response_warehouse	v44.0	2026-08-11T22:57:05Z	exact	
287	2026-08-11T23:26:10Z	item_response_warehouse_2	v10.0	2026-08-11T12:18:51Z	exact	
287	2026-08-11T23:26:10Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
287	2026-08-11T23:26:10Z	item_response_warehouse_4	v1.3	2026-08-11T23:26:10Z	exact	
287	2026-08-11T23:26:10Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
287	2026-08-11T23:26:10Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
287	2026-08-11T23:26:10Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
287	2026-08-11T23:26:10Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
287	2026-08-11T23:26:10Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
288	2026-08-12T15:03:06Z	item_response_warehouse	v44.0	2026-08-11T22:57:05Z	exact	
288	2026-08-12T15:03:06Z	item_response_warehouse_2	v10.1	2026-08-12T15:03:06Z	exact	
288	2026-08-12T15:03:06Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
288	2026-08-12T15:03:06Z	item_response_warehouse_4	v1.3	2026-08-11T23:26:10Z	exact	
288	2026-08-12T15:03:06Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
288	2026-08-12T15:03:06Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
288	2026-08-12T15:03:06Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
288	2026-08-12T15:03:06Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
288	2026-08-12T15:03:06Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
289	2026-08-12T19:05:03Z	item_response_warehouse	v44.0	2026-08-11T22:57:05Z	exact	
289	2026-08-12T19:05:03Z	item_response_warehouse_2	v10.1	2026-08-12T15:03:06Z	exact	
289	2026-08-12T19:05:03Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
289	2026-08-12T19:05:03Z	item_response_warehouse_4	v1.4	2026-08-12T19:05:03Z	exact	
289	2026-08-12T19:05:03Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
289	2026-08-12T19:05:03Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
289	2026-08-12T19:05:03Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
289	2026-08-12T19:05:03Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
289	2026-08-12T19:05:03Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
290	2026-08-13T02:39:30Z	item_response_warehouse	v44.0	2026-08-11T22:57:05Z	exact	
290	2026-08-13T02:39:30Z	item_response_warehouse_2	v10.1	2026-08-12T15:03:06Z	exact	
290	2026-08-13T02:39:30Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
290	2026-08-13T02:39:30Z	item_response_warehouse_4	v1.5	2026-08-13T02:39:30Z	exact	
290	2026-08-13T02:39:30Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
290	2026-08-13T02:39:30Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
290	2026-08-13T02:39:30Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
290	2026-08-13T02:39:30Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
290	2026-08-13T02:39:30Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
291	2026-08-14T00:43:42Z	item_response_warehouse	v44.0	2026-08-11T22:57:05Z	exact	
291	2026-08-14T00:43:42Z	item_response_warehouse_2	v10.1	2026-08-12T15:03:06Z	exact	
291	2026-08-14T00:43:42Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
291	2026-08-14T00:43:42Z	item_response_warehouse_4	v1.6	2026-08-14T00:43:42Z	exact	
291	2026-08-14T00:43:42Z	irw_text	v6.1	2026-07-16T12:29:22Z	exact	
291	2026-08-14T00:43:42Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
291	2026-08-14T00:43:42Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
291	2026-08-14T00:43:42Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
291	2026-08-14T00:43:42Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
292	2026-08-15T18:46:26Z	item_response_warehouse	v44.0	2026-08-11T22:57:05Z	exact	
292	2026-08-15T18:46:26Z	item_response_warehouse_2	v10.1	2026-08-12T15:03:06Z	exact	
292	2026-08-15T18:46:26Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
292	2026-08-15T18:46:26Z	item_response_warehouse_4	v1.6	2026-08-14T00:43:42Z	exact	
292	2026-08-15T18:46:26Z	irw_text	v6.2	2026-08-15T18:46:26Z	exact	
292	2026-08-15T18:46:26Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
292	2026-08-15T18:46:26Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
292	2026-08-15T18:46:26Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
292	2026-08-15T18:46:26Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
293	2026-08-17T12:18:40Z	item_response_warehouse	v44.0	2026-08-11T22:57:05Z	exact	
293	2026-08-17T12:18:40Z	item_response_warehouse_2	v10.1	2026-08-12T15:03:06Z	exact	
293	2026-08-17T12:18:40Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
293	2026-08-17T12:18:40Z	item_response_warehouse_4	v1.7	2026-08-17T12:18:40Z	exact	
293	2026-08-17T12:18:40Z	irw_text	v6.2	2026-08-15T18:46:26Z	exact	
293	2026-08-17T12:18:40Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
293	2026-08-17T12:18:40Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
293	2026-08-17T12:18:40Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
293	2026-08-17T12:18:40Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
294	2026-08-24T11:44:30Z	item_response_warehouse	v44.0	2026-08-11T22:57:05Z	exact	
294	2026-08-24T11:44:30Z	item_response_warehouse_2	v10.1	2026-08-12T15:03:06Z	exact	
294	2026-08-24T11:44:30Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
294	2026-08-24T11:44:30Z	item_response_warehouse_4	v1.7	2026-08-17T12:18:40Z	exact	
294	2026-08-24T11:44:30Z	irw_text	v6.3	2026-08-24T11:44:30Z	exact	
294	2026-08-24T11:44:30Z	irw_meta	v17.9	2026-08-10T12:54:02Z	exact	
294	2026-08-24T11:44:30Z	irw_nominal	v1.5	2026-08-02T11:51:49Z	exact	
294	2026-08-24T11:44:30Z	irw_competitions	v3.2	2026-08-02T11:51:44Z	exact	
294	2026-08-24T11:44:30Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
295	2026-08-24T11:44:41Z	item_response_warehouse	v44.0	2026-08-11T22:57:05Z	exact	
295	2026-08-24T11:44:41Z	item_response_warehouse_2	v10.1	2026-08-12T15:03:06Z	exact	
295	2026-08-24T11:44:41Z	item_response_warehouse_3	v2.9	2026-08-05T04:14:19Z	exact	
295	2026-08-24T11:44:41Z	item_response_warehouse_4	v1.8	2026-08-24T11:44:41Z	exact	
